Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
1068,2,0,"very light sensitive  had to turn down the brightness in the dvr software to 8 to get a non washed out pic.",0,1,16,1.000000,1.000000
1068,2,1,"they were very inexpensive   80 black friday  so for what i paid  they re ok.",0,1,21,0.254620,0.063214
1068,2,2,"night vision is good  but the ir leds are visible as a red ring.",0,1,17,0.560173,0.177461
1068,2,3,"very narrow field of view.",1,0,6,0.613652,0.177461
1068,2,4,"might as well be black and white  colors are very pale and washed out.",1,0,6,0.614904,0.132614
1068,2,5,"resolution at 400 lines is iffy  unless someone is very close to the cam  15 20 ft   recognizable faces is not possible.",1,0,0,0.649525,0.130148
1070,2,0,"weather proof n v works well",0,0,0,1.000000,1.000000
1070,2,1,"i wasn t impressed with the picture quality.",1,0,0,0.535639,0.177461
1070,2,2,"they advertise 40  of facial recognition but it might take an expert eye for that.",1,0,0,0.669279,0.254824
1070,2,3,"i can t read the license plate of my vehicle parked  25  away.",1,0,0,0.183821,0.056010
1072,2,0,"great canon camera",0,0,2,1.000000,1.000000
1072,2,1,"the extra kit portion provided in this package is junk and not worth the extra cost.",1,0,2,0.579079,0.180637
1080,2,0,"camera build quality  button location  flip out screen  the way it feels in the hand  high megapixel count  live view  it s a canon.",0,0,5,1.000000,1.000000
1080,2,1,"high iso means nothing when the result is garbage.",1,0,5,0.228049,0.048855
1080,2,2,"i actually owned two of these  after returning the first one.",1,0,5,0.538163,0.108407
1080,2,3,"the average consumer might not notice this  but a professional should.",1,0,8,0.599928,0.188366
1080,2,4,"and manual mode only produced very average results at best.",1,0,8,0.207024,0.082081
1080,2,5,"indoors with all the lights on  it would jump up to iso 1600  full auto setting .",1,0,5,0.631701,0.213807
1080,2,6,"yet  in a side by side comparison  my xti would sit comfortably at 400 iso.",1,0,5,0.207998,0.074646
1080,2,7,"manual settings with the exact same lenses between the two produced nearly identical images.",1,0,6,0.580728,0.157589
1080,2,8,"the 60d was not perceptibly better.",1,0,5,0.614486,0.127721
1080,2,9,"actually  the 60d was still overly bright noisy in comparison.",1,0,5,0.602904,0.127721
1080,2,10,"for a brand new camera to produce results similar to  let alone worse than  a 6 year old camera is hugely disappointing.",1,0,12,0.590552,0.157589
1080,2,11,"auto focus was not great either.",1,0,4,0.639736,0.157589
1080,2,12,"images weren t crystal clear.",1,0,5,0.644080,0.183858
1080,2,13,"colors not defined well.",1,0,5,0.658795,0.127721
1080,2,14,"video is still not advanced enough yet to be more than a gimmick.",1,0,8,0.718798,0.161580
1080,2,15,"manually focusing video is frustrating.",1,1,16,0.175629,0.036184
1080,2,16,"makes the video feature almost useless.",1,1,16,0.325082,0.078933
1094,2,0,"good build quality  good optical performance  not too big.",0,0,5,1.000000,1.000000
1094,2,1,"auto focus is poor from 200mm to 300mm zoom.",1,1,16,0.612884,0.154741
1119,2,0,"small   it is a compact camera after all.",0,1,17,1.000000,1.000000
1119,2,1,"well built   surprisingly solid and hefty.",0,1,17,0.513325,0.112656
1119,2,2,"much better than the sx230.",0,1,17,0.563030,0.112656
1119,2,3,"larger image sensor than your typical compact.",0,1,17,0.627595,0.155809
1119,2,4,"only 12 mp but the larger sensor has better looking pics than a 16 mp with a smaller sensor.",0,1,17,0.142600,0.036110
1119,2,5,"ability to shoot raw.",0,1,18,0.626538,0.112656
1119,2,6,"enough manual controls if you re into that.",0,1,24,0.637033,0.108407
1119,2,7,"somewhat short battery life.",1,0,2,0.639592,0.132614
1119,2,8,"might want to get a spare.",1,0,2,0.684332,0.110513
1120,2,0,"very nice beginners package.",0,0,10,1.000000,1.000000
1120,2,1,"it has everything you need to do a variety of things.",0,0,0,0.606456,0.154741
1122,2,0,"has 4 video inputs.",0,0,9,1.000000,1.000000
1122,2,1,"easy to find drivers on the manf.",0,0,9,0.518831,0.108407
1122,2,2,"site  but the drivers don t work .",0,0,9,0.536512,0.112656
1122,2,3,"usually with cheap electronics it takes an eternity to find the drivers  but this manf.",0,0,9,0.544740,0.132614
1122,2,4,"sells  so that s a plus to know that sabrent somewhat cares about linux users.",0,1,19,0.571556,0.132614
1122,2,5,"but this video adapter has no linux drivers.",0,1,19,0.597958,0.108407
1122,2,6,"does not work.",1,1,19,0.697398,0.158673
1122,2,7,"i ve tried with ubuntu linux  windows xp  2 pcs   and windows 7  nothing works.",1,1,19,0.158779,0.036274
1122,2,8,"i would get bunch of errors when installing.",1,1,19,0.724219,0.161580
1122,2,9,"can t remember  but on the off chance that it got installed  when running the program i would get  execution completed successfully  error  0000   or something like that.",1,1,19,0.115631,0.030176
1122,2,10,"ironic  how can something be distressful when you get an error  i guess the error executed successfully.",1,1,19,0.273818,0.054608
1123,2,0,"under  40  usb  4 video  left and right audio...",0,1,19,1.000000,1.000000
1123,2,1,"1 egg is as low as i can go ",1,1,18,0.088899,0.038407
1123,2,2,"this will not work with windows 7  don t even bother ",1,1,19,0.265504,0.087562
1123,2,3,"it does not seem to work with windows xp either.",1,1,19,0.023621,0.015883
1123,2,4,"i even downloaded the drivers from sabrent site  didn t help.",1,1,19,0.569244,0.132614
1123,2,5,"both machines found it  neither could install it.",1,1,14,0.693890,0.155809
1123,2,6,"w7 had a nice bsod during one attempt at installation.",1,1,14,0.049893,0.032242
1123,2,7,"the software just says  install failed...  and xp can t find a driver  the hardware may not work.",1,1,19,0.380782,0.160027
1123,2,8,"well  it does not work.",1,1,19,0.124663,0.028258
1123,2,9," cannot install this hardware ",1,1,19,0.669692,0.141497
1124,2,0,"took to an event in the bright hot sun over the weekend.",0,1,24,1.000000,1.000000
1124,2,1,"photo quality clarity was superb.",0,0,5,0.539589,0.112656
1124,2,2,"a lot of buttons to understand.",0,0,8,0.540338,0.108407
