Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
851,2,0,"plusses  good picture just the right size.",0,0,6,1.000000,1.000000
851,2,1,"atsc reception  very good.",0,0,6,0.037564,0.018443
851,2,2," my old sammy was poor  i do not require an external box anymore.",0,0,6,0.502333,0.177308
851,2,3,"remote ",0,1,13,0.505727,0.159192
851,2,4,"finally a layout and response of keys that fits the task.",0,1,13,0.496449,0.103490
851,2,5,"minus  the attempt to get a bit of bass  out of the unit s speakers just result in a boomy muddle",0,1,13,0.493085,0.084722
851,2,6,"remote does not  seem to  operate my samsung dvd.",1,1,13,0.492255,0.089882
853,2,0,"great 4k tv by samsung.",0,0,2,1.000000,1.000000
853,2,1,"amazing picture.",0,0,2,0.508243,0.092073
853,2,2,"owned for just over a month and exactly as expected.",0,0,7,0.498976,0.177308
853,2,3,"good experience with newegg.",0,0,7,0.494778,0.155678
854,2,0,"tv has great viewing angles and built in gaming mode for when you want to play games with it.",0,0,0,1.000000,1.000000
854,2,1,"better looking image then other 4k tvs",0,0,0,0.509087,0.164384
854,2,2,"smart tv has adds now and then which are a slight annoyance.",1,1,13,0.501933,0.095324
854,2,3,"for good audio needs a sound bar or sound system.",1,1,9,0.492244,0.155678
856,2,0,"great tv at a great price.",0,0,7,1.000000,1.000000
856,2,1,"don t let the refurbished scare you off.",0,0,7,0.512454,0.177308
856,2,2,"bought it about 6 months ago.",0,0,7,0.502333,0.095324
856,2,3,"works great.",0,0,7,0.504038,0.147352
856,2,4,"easy to set up.",0,0,3,0.498983,0.159192
856,2,5,"nice selection of inputs.",0,0,3,0.493929,0.159192
856,2,6,"not free....nothing that i ve found.",1,0,7,0.495634,0.168055
857,2,0,"nice size  excellent picture  enough ports  digital audio out.",0,0,3,1.000000,1.000000
857,2,1,"wish i could label hdmi ports and also remove ota tv from inputs list.",1,0,3,0.236270,0.070681
857,2,2,"a very minor thing.",1,0,6,0.500120,0.089882
858,2,0,"looks brand new out of the box  packaged and shipped well.",0,0,7,1.000000,1.000000
858,2,1,"works like a new tv should.",0,0,7,0.510354,0.092073
858,2,2,"great picture and color  after very little adjusting .",0,0,2,0.496864,0.164384
858,2,3,"is as advertised.",0,0,7,0.498580,0.155678
859,2,0,"wonderful picture  decent sound  easy setup  3 hdmi   digital coax out   thin bezel.",0,0,6,1.000000,1.000000
859,2,1,"no analog sound out.",1,1,9,0.189734,0.034677
859,2,2,"only 60mhz not 120mhz  but haven t noticed any ghosting.",1,1,9,0.496740,0.089882
860,2,0,"i already had one sanyo 42  with a few more bells and whistles that i did a lot of research on before buying  but this one looks just as good.",0,0,5,1.000000,1.000000
860,2,1,"considering i got the first one at you know where on black friday for  450 this is a great deal.",0,0,7,0.498638,0.089882
863,2,0,"good deal for the money.",0,0,7,1.000000,1.000000
863,2,1,"works just as it should.",0,0,7,0.509932,0.164384
863,2,2,"doesn t have the sound issues that i have seen with more expensive tv s",0,0,6,0.497286,0.084722
863,2,3,"more video inputs would be nice  but not gonna complain it holds all my current devices.",1,0,6,0.491882,0.097633
864,2,0,"incredible picture quality  can plug my hardrive right into the usb port and watch movies and tv shows off of it  not many tv s can do it.",0,0,3,1.000000,1.000000
864,2,1,"speakers are loud and clear.",0,0,3,0.507759,0.103490
864,2,2,"one of the 4 hdmi ports is a pain sometimes.",1,0,3,0.496740,0.089882
