Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
1073,2,0,"very light sensitive  had to turn down the brightness in the dvr software to 8 to get a non washed out pic.",0,1,23,1.000000,1.000000
1073,2,1,"they were very inexpensive   80 black friday  so for what i paid  they re ok.",0,1,17,0.511392,0.080922
1073,2,2,"night vision is good  but the ir leds are visible as a red ring.",0,1,20,0.509048,0.113147
1073,2,3,"very narrow field of view.",1,1,19,0.563168,0.113147
1073,2,4,"might as well be black and white  colors are very pale and washed out.",1,1,19,0.568713,0.080922
1073,2,5,"resolution at 400 lines is iffy  unless someone is very close to the cam  15 20 ft   recognizable faces is not possible.",1,1,23,0.600051,0.084923
1075,2,0,"weather proof n v works well",0,0,12,1.000000,1.000000
1075,2,1,"i wasn t impressed with the picture quality.",1,0,12,0.497796,0.113147
1075,2,2,"they advertise 40  of facial recognition but it might take an expert eye for that.",1,0,4,0.536814,0.103010
1075,2,3,"i can t read the license plate of my vehicle parked  25  away.",1,0,2,0.599473,0.084923
1078,2,0,"great canon camera",0,0,11,1.000000,1.000000
1078,2,1,"the extra kit portion provided in this package is junk and not worth the extra cost.",1,0,11,0.531513,0.107974
1086,2,0,"camera build quality  button location  flip out screen  the way it feels in the hand  high megapixel count  live view  it s a canon.",0,0,9,1.000000,1.000000
1086,2,1,"high iso means nothing when the result is garbage.",1,1,15,0.223973,0.031164
1086,2,2,"i actually owned two of these  after returning the first one.",1,1,19,0.506097,0.084704
1086,2,3,"the average consumer might not notice this  but a professional should.",1,1,19,0.574198,0.146899
1086,2,4,"and manual mode only produced very average results at best.",1,1,19,0.165467,0.032473
1086,2,5,"indoors with all the lights on  it would jump up to iso 1600  full auto setting .",1,1,19,0.603178,0.190978
1086,2,6,"yet  in a side by side comparison  my xti would sit comfortably at 400 iso.",1,1,13,0.267576,0.044616
1086,2,7,"manual settings with the exact same lenses between the two produced nearly identical images.",1,1,13,0.531918,0.098000
1086,2,8,"the 60d was not perceptibly better.",1,1,13,0.652146,0.160582
1086,2,9,"actually  the 60d was still overly bright noisy in comparison.",1,1,13,0.049223,0.014117
1086,2,10,"for a brand new camera to produce results similar to  let alone worse than  a 6 year old camera is hugely disappointing.",1,1,14,0.546399,0.098000
1086,2,11,"auto focus was not great either.",1,1,19,0.583922,0.098000
1086,2,12,"images weren t crystal clear.",1,1,19,0.580780,0.103010
1086,2,13,"colors not defined well.",1,1,19,0.597701,0.089102
1086,2,14,"video is still not advanced enough yet to be more than a gimmick.",1,1,19,0.685292,0.140088
1086,2,15,"manually focusing video is frustrating.",1,1,20,0.122343,0.017285
1086,2,16,"makes the video feature almost useless.",1,1,20,0.246495,0.043446
1100,2,0,"good build quality  good optical performance  not too big.",0,0,12,1.000000,1.000000
1100,2,1,"auto focus is poor from 200mm to 300mm zoom.",1,1,20,0.563168,0.102750
1126,2,0,"small   it is a compact camera after all.",0,1,13,1.000000,1.000000
1126,2,1,"well built   surprisingly solid and hefty.",0,1,13,0.480234,0.076894
1126,2,2,"much better than the sx230.",0,1,13,0.522431,0.076894
1126,2,3,"larger image sensor than your typical compact.",0,1,13,0.596794,0.153251
1126,2,4,"only 12 mp but the larger sensor has better looking pics than a 16 mp with a smaller sensor.",0,1,13,0.081609,0.017642
1126,2,5,"ability to shoot raw.",0,1,13,0.572999,0.076894
1126,2,6,"enough manual controls if you re into that.",0,1,15,0.582875,0.084704
1126,2,7,"somewhat short battery life.",1,0,5,0.583656,0.080922
1126,2,8,"might want to get a spare.",1,0,5,0.624031,0.080713
1127,2,0,"very nice beginners package.",0,0,9,1.000000,1.000000
1127,2,1,"it has everything you need to do a variety of things.",0,0,1,0.557337,0.102750
1130,2,0,"under  40  usb  4 video  left and right audio...",0,0,8,1.000000,1.000000
1130,2,1,"1 egg is as low as i can go ",1,0,11,0.499196,0.080922
1130,2,2,"this will not work with windows 7  don t even bother ",1,0,8,0.587862,0.153251
1130,2,3,"it does not seem to work with windows xp either.",1,0,8,0.017344,0.008849
1130,2,4,"i even downloaded the drivers from sabrent site  didn t help.",1,0,8,0.527432,0.080922
1130,2,5,"both machines found it  neither could install it.",1,0,8,0.651486,0.153251
1130,2,6,"w7 had a nice bsod during one attempt at installation.",1,0,8,0.080432,0.019615
1130,2,7,"the software just says  install failed...  and xp can t find a driver  the hardware may not work.",1,0,8,0.376738,0.118773
1130,2,8,"well  it does not work.",1,0,8,0.131787,0.019166
1130,2,9," cannot install this hardware ",1,0,8,0.598127,0.085514
1131,2,0,"took to an event in the bright hot sun over the weekend.",0,0,2,1.000000,1.000000
1131,2,1,"photo quality clarity was superb.",0,0,4,0.505590,0.076894
1131,2,2,"a lot of buttons to understand.",0,0,4,0.501938,0.084704
1131,2,3,"i wish it came with a more complete owners guide.",0,0,4,0.529729,0.076894
1131,2,4,"i ve looked up settings and advice online and fumbled some.",0,0,8,0.640118,0.146899
1131,2,5,"still not sure what the best settings are but i m so very pleased with the clear crisp photos and the fps.",0,0,2,0.186654,0.031535
1131,2,6,"super fast shipping with every item displayed.",0,0,1,0.591491,0.107703
1131,2,7,"weight takes some getting use to and a  dslr for dummies  guide would help.",1,0,1,0.611023,0.080713
1132,2,0,"very good picture quality  comparable to canons that are almost 3x the price of this one.",0,0,9,1.000000,1.000000
1132,2,1,"also  great features for something in this price range.",0,0,9,0.286616,0.052755
1136,2,0,"very small  about the size of a cc   easy to use  nice 5.0 mp pics",0,0,9,1.000000,1.000000
1136,2,1,"alkaline batteries don t last long",1,1,18,0.561420,0.107974
1137,2,0,"pictures come out great  compact  controls easy to use.",0,0,4,1.000000,1.000000
1137,2,1,"1  run  don t walk  and buy rechargable batteries for this   it ll drain alkaline batteries fast.however  rechargable batteries will last much longer.",1,1,18,0.487496,0.103010
1137,2,2,"2  the flash takes a while to reset after using  10  seconds   somewhat inconvenient.",1,1,18,0.548431,0.080922
1137,2,3,"3  when the batteries run low  wierd things happen to the controls  e.g.",1,1,18,0.654394,0.160582
1137,2,4,"stuck in slideshow mode and unable to stop or turn off w o removing batteries .",1,1,18,0.328434,0.054680
1138,2,0,"grest price  clear pictures  great for beginners",0,0,9,1.000000,1.000000
1138,2,1,"definitely get rechargable batteries   wore out alkanine batteries in 2 sessions  rechargable ones have lasted for 5  sessions.",1,1,18,0.518271,0.098000
1138,2,2,"flash takes a long time to reset between pictures.",1,1,18,0.579649,0.080713
1139,2,0,"awesome picture quality upto 5 megapixel resolution.",0,0,9,1.000000,1.000000
1139,2,1,"easy upload to pc. cannot beat the price for a 5 megapixel digicam.",0,0,9,0.188311,0.036173
1139,2,2,"consumes batteries quick when using flash.",1,1,18,0.586898,0.089949
1140,2,0,"great camera for a beginner.",0,0,10,1.000000,1.000000
1140,2,1,"price was excellent.",0,0,10,0.497193,0.076894
1140,2,2,"was a christmas gift for my wife.",0,0,10,0.514961,0.107703
1140,2,3,"she loves it and newegg got it to me in three days.",0,0,10,0.542987,0.098000
1140,2,4,"software is for windows 98.",1,0,8,0.586898,0.107703
1140,2,5,"it does work with xp but a novice with computers might not think it would.",1,0,8,0.588066,0.080713
1141,2,0,"seems to be an excellent beginner digital camera.",0,0,10,1.000000,1.000000
1141,2,1,"hard to beat a 5.0 megapixel camera for the price.",0,0,10,0.510220,0.103010
1141,2,2,"chewed through the two aa s that came in the box in about 3 hours.",1,1,18,0.549147,0.084704
1141,2,3,"better buy some rechargable batteries quick ",1,1,18,0.581446,0.080713
1142,2,0,"easy to use.",0,0,8,1.000000,1.000000
1142,2,1,"5.0 mp for  100  easy to playback video and pictures.",0,0,8,0.038783,0.012047
1142,2,2,"very easy to upload pics and video to your pc.",0,0,8,0.062748,0.015224
1142,2,3,"only takes sd cards up to 512mb.",1,0,8,0.601857,0.084923
1143,2,0,"great camera  the 10.l megapixels is great for zooming in and getting a smaller picture.",0,0,9,1.000000,1.000000
1143,2,1,"it is a little wider than the 7.1 megapixel version",1,1,13,0.272076,0.062215
1144,2,0,"great camera for the price.",0,0,1,1.000000,1.000000
1144,2,1,"it has a ton of best shot modes which is handy for people who don t know a great deal about the different settings.",0,0,1,0.146129,0.025569
1144,2,2,"the design is well done and it takes amazing pictures.",0,0,1,0.552804,0.089102
1144,2,3,"screen resolution could be higher.",1,1,19,0.556415,0.103010
1144,2,4,"charging the battery can be a pain since you have to remove it completely.",1,1,18,0.585422,0.084923
1145,2,0,"for the price of this camera you can t beat it.",0,0,12,1.000000,1.000000
1145,2,1,"it is very small and easy to carry around.",0,0,12,0.478500,0.076894
1145,2,2,"it is perfect to keep in you pocket with the case.",0,0,12,0.502404,0.098000
1145,2,3,"the battery comes charged and lasted me a week and a half before having to charge it while costantly taking pictures with the flash.",0,1,18,0.505612,0.107703
1145,2,4,"the package is also great.",0,0,9,0.550072,0.103010
1145,2,5,"the extra battery fits perfectly in the case and the cleaning kit is very useful.",0,0,9,0.531513,0.089102
1145,2,6,"i only used the tripod a few times but it is very durable.",0,0,9,0.578487,0.103010
1145,2,7,"look at the prices of any other 10.1 mp camera and see if they compare.",0,0,9,0.579884,0.080922
1145,2,8,"this thing is great",0,0,4,0.602997,0.103010
1145,2,9,"what cons   ",1,0,4,0.621771,0.102750
1146,2,0,"great camera  combined with the combo  extra battery and case w stand and 1gb sd card  it was well worth it.",0,0,12,1.000000,1.000000
1146,2,1,"small zoom  but its 10 mp",1,1,15,0.566310,0.107974
1147,2,0,"10 mp ccd  nice big bright viewscreen  compact size and light weight  video mode is decent quality with good audio   best shot  mode has good range of selections for your specific subject  fireworks  scenery  etc.   anti shake works very well  simple to operate  supports high capacity sd cards",0,0,9,1.000000,1.000000
1147,2,1,"battery has to be removed to be recharged  power button on top is too small  pics seem slightly grainy",1,1,20,0.566767,0.107974
1148,2,0,"very crisp photos  small size and arrived on time for my trip.",0,0,1,1.000000,1.000000
1148,2,1,"images could be a tiny bit crisper but for the price who would complain ",1,1,15,0.556169,0.107974
1149,2,0,"great pics  lots of colors and 10 megapixels helps bring out every single detail.",0,1,14,1.000000,1.000000
1149,2,1,"battery life is good lasting for about 400 pics.",0,1,18,0.223317,0.030244
1149,2,2,"screen is bright and the anti shake feature works amazingly.",0,1,15,0.525367,0.076894
1149,2,3,"def. a 5 egg product  ",0,1,15,0.580794,0.107703
1149,2,4,"has a little problem with my 2gb patriot sd card  seems to corrupt some files  not a problem though as long as my pics dont disappear  and they havent ",1,1,18,0.576279,0.108707
1150,2,0,"this is the lowest cost 10  megapixel camera i could find.",0,0,12,1.000000,1.000000
1150,2,1,"i appreciate it s small size.",0,0,12,0.508616,0.089102
1150,2,2,"the 10 megapixel model is noticeably thicker than the 7 megapixel model.",1,1,14,0.616230,0.140088
1150,2,3,"also  i noticed that the pictures i have taken so far with this camera  especially those taken indoors  even with flash  appear grainy compared to the canon powershot pro 1  8.0 megapixels  i used to use.",1,1,14,0.173720,0.042464
1150,2,4,"even though the canon had two fewer megapixels  the pictures i took with it came out a lot better.",1,1,14,0.209976,0.038281
1151,2,0,"camera takes pics fast and the quality was great.",0,0,9,1.000000,1.000000
1151,2,1,"battery life was good for the day and a half that i used it",0,0,5,0.497434,0.084704
1151,2,2,"video quality was horrible.",1,1,14,0.543503,0.103010
1151,2,3,"it was very choppy and a huge dissapointment.",1,1,19,0.572705,0.084704
1151,2,4,"also the charging concept on this unit sucks  not only do you need to take out the battery  you need two other parts to charge it  a charger and a cable to plug into the wall... weak   ",1,1,18,0.575740,0.080713
1152,2,0,"awesome camera.",0,0,10,1.000000,1.000000
1152,2,1,"i had used other people s slr cameras and fell in love with them.",0,0,10,0.463729,0.076894
1152,2,2,"i never had the opportunity to grab my own until this company  through newegg  put the sl1 on sale for  479.",0,0,5,0.488502,0.108979
1152,2,3,"i had my heart set on canon since that s the only brand i ve ever owned.",0,0,5,0.514574,0.094350
1152,2,4,"i already had a tripod  bag  and cleaning tools.",0,0,1,0.509591,0.080922
1152,2,5,"this camera has everything i expected and more.",0,0,1,0.545485,0.084704
1152,2,6,"i m learning new things everyday  and i love all the custom settings   and there are a ton.",0,0,1,0.516832,0.107703
1152,2,7,"even out of the box  your shots will be ten times better than they ever were.",0,0,1,0.556169,0.103010
1152,2,8,"love the presets  and the ability to adjust the settings under them.",0,0,7,0.560180,0.107703
1152,2,9,"great 3  screen that is very crisp and detailed.",0,0,9,0.576017,0.084704
1152,2,10,"i still mistakenly use the buttons sometimes to navigate  forgetting it s a touchscreen.",0,0,7,0.582059,0.098000
1152,2,11,"solid neck strap  great lens cover  and the battery charges very quickly.",0,1,25,0.669261,0.199689
1152,2,12,"overall a great purchase  but for the price   i just could not pass it up ",0,0,5,0.289547,0.026642
1152,2,13,"this isn t really a con  but if you re used to using the camera on your phone or a point and shoot  be ready for a steep learning curve because this is a professional camera.",1,0,1,0.604113,0.107974
1153,2,0,"  easy to grip despite the small size  plus the light weight is nice if you are someone who carries a lot of things around   awesome pictures  quality kicks        the 18 55mm lens that comes with it is great for starting   auto focus is exceptional  but i find myself using mf frequently anyways   kicks     in light areas  does an exceptional job in low light areas   white balance options are kewlsies   records video at 60 fps which is a great feature if you want to slow down footage",0,1,13,1.000000,1.000000
1153,2,1,"  battery life is not that long  about 3 4 hours   had to buy an extra 2 batteries.",1,0,5,0.634657,0.175245
1153,2,2,"battery drains quickly especially when filming.   uhh.. idk can t really think of anything else  it does what it camera does ",1,0,5,0.142392,0.032435
1154,2,0,"this camera does everything that i need it to do and that is take perfect shots.",0,0,6,1.000000,1.000000
1154,2,1,"also being able to swap out lenses here and there is a plus.",0,0,6,0.497193,0.098000
1154,2,2,"its a sweet piece of work that has good craftsmanship.",0,0,5,0.514961,0.107703
1154,2,3,"the design is perfect fitting in your hands where it needs to go comfortable.",0,0,12,0.539285,0.076894
1154,2,4,"its fast to take pictures and accurate as the photographer using it.",0,0,6,0.584485,0.103010
1154,2,5,"i have no cons",1,0,12,0.615845,0.080713
1155,2,0,"i purchased this to shoot interviews and green screen movies in hd  i.e. not a lot of movement and fixed focal length.",0,1,19,1.000000,1.000000
1155,2,1,"it s light  as far as dslr s go and the focus motors are dead quiet.",0,1,13,0.586042,0.160582
1155,2,2,"one thing i did not know when getting this is that it does not have a motorized zoom i.e. you have to twist the adjustment on the lens.",0,1,13,0.196258,0.027724
1155,2,3,"the auxiliary audio input works great.",0,1,14,0.514574,0.113147
1155,2,4,"i am using it with a wireless sony mic and it is nice and clear.",0,1,14,0.505864,0.084704
1155,2,5,"i also use the hdmi out to go to a lcd monitor while shooting and that works well also.",0,1,19,0.526946,0.098000
1155,2,6,"it displays the live feed coming from the camera and also around the edge of the frame it displays the modes and settings you are using.",0,1,19,0.530999,0.076894
1155,2,7,"the only thing that is not so great is the auto focus.",0,1,19,0.559671,0.103010
1155,2,8,"it easily gets confused if someone turns away from the camera.",0,1,19,0.566294,0.107703
1155,2,9,"to resolve this i focus the camera before shooting then switch to manual focus.",0,1,20,0.649197,0.140088
1155,2,10,"this is just a switch on the lens.",0,1,20,0.200993,0.026064
1155,2,11,"it says it only shoots for about 10 min but it just starts a new file after 10min you can keep shooting.",0,1,19,0.667057,0.146899
1155,2,12,"i.e. if you shoot for 25mini you wind up with 3 files.",0,1,19,0.012309,0.006685
1155,2,13,"auto focus sucks for video  but fine for stills",1,1,19,0.600031,0.084923
1156,2,0,"great pictures small  but works great for regular sized hands canon",0,0,12,1.000000,1.000000
1156,2,1,"none that i can find within the 1st week",1,0,12,0.564478,0.102750
1157,2,0,"excellent image quality.",0,0,12,1.000000,1.000000
1157,2,1,"video quality is amazing as well  and the auto focus is silent when shooting.",0,0,12,0.139152,0.023055
1157,2,2,"the touchscreen is a great feature  touch a person object on the screen while in video mode and the camera will track that person as they move around  keeping them in focus.",0,0,1,0.270876,0.029501
1157,2,3,"overall very satisfied.",0,0,12,0.609196,0.084923
1158,2,0,"so far great camera  got it as a gift for my mom  she loves it  very thin which for me makes the camera  nice big lcd and at 7.2 mp for the price you can t beat it",0,0,9,1.000000,1.000000
1158,2,1,"the only con i have so far is that the battery came defective  the charger wouldn t charge it  but once i got a new one it worked great.",1,1,18,0.400273,0.065232
1159,2,0,"this is a great camera for the price.",0,1,23,1.000000,1.000000
1159,2,1,"i got tired of having blurry pictures so i wanted a small pocket camera with image stabilization.",0,1,23,0.476919,0.103010
1159,2,2,"takes great pics.",0,1,23,0.532327,0.103010
1159,2,3,"make sure to get a large sd card.",0,1,23,0.538065,0.107703
1159,2,4,"turns on and takes pictures quickly.",0,1,23,0.572387,0.089102
1159,2,5,"can be hard for people with large fingers.",1,1,23,0.569921,0.080922
1159,2,6,"no optical viewfinder.",1,1,23,0.603619,0.080713
1160,2,0,"got this camera about a month ago.",0,1,21,1.000000,1.000000
1160,2,1,"i was suprised from the moment i took it out of box.",0,1,21,0.493471,0.084704
1160,2,2,"great brushed finished  compact size  and bright lcd screen were very appealing.",0,0,9,0.591668,0.183401
1160,2,3,"it has a good quality and resoultion picture compared to its size.",0,0,9,0.224263,0.030232
1160,2,4,"it also has a very quick shutter speed and also turns on very quickly.",0,0,7,0.655972,0.183401
1160,2,5,"one is easy mode which can be turned off.",1,0,7,0.128680,0.020140
1160,2,6,"another is the low optical zoom but what do you expect from such a small camera.",1,0,9,0.594067,0.080713
1161,2,0,"awesome camera.",0,0,1,1.000000,1.000000
1161,2,1,"quick start up  great pictures  big screen  good color reproduction  very thin  so it fits in your pocket really well  which i m a fan of.",0,0,1,0.560506,0.146899
1161,2,2,"its also got a really good video camera on it.",0,0,1,0.316573,0.098565
1161,2,3,"it takes much better videos than any of my friends  point and shoot cameras.",0,0,1,0.107663,0.024567
1161,2,4,"long battery life ",0,1,18,0.641274,0.160582
1161,2,5,"you have to take the battery out to charge it.",1,1,18,0.083324,0.015108
1161,2,6,"pictures sometimes look fuzzy on the screen.",1,1,19,0.574797,0.084704
1161,2,7,"when they re transfered onto the computer  they look great  but it took a bit of getting used to.",1,1,19,0.579625,0.113147
1161,2,8,"i kept thinking i had taken a slighly blurry picture.",1,1,20,0.625972,0.107974
1162,2,0,"the picture quality has been great for me  and the movie quality is very impressive.",0,1,14,1.000000,1.000000
1162,2,1,"equipped with a 4gb card  i can store 1600  pictures or almost 1.5 hours of video.",0,1,18,0.519099,0.113147
1162,2,2,"picture quality degrades quite a bit when zoomed in  especially using the digital zoom  but",1,1,14,0.578842,0.084923
1163,2,0,"small  high resolution  optical zoom  uses sd cards instead of cf.",0,0,9,1.000000,1.000000
1163,2,1,"pictures on screen after they are taken seem fuzzy.",1,1,19,0.527943,0.089102
1163,2,2,"default light settings takes green pictures.",1,1,23,0.628590,0.153251
1163,2,3,"other light settings do not give this issue.",1,1,23,0.054562,0.020293
1164,2,0,"good video quality",0,0,12,1.000000,1.000000
1164,2,1,"doesn t have the capability of emailing motion detection via yahoo or google making it virtually worthless or security.",1,1,20,0.486875,0.103010
1164,2,2,"wireless connection died within 3 months of usage.",1,1,24,0.634279,0.199689
1164,2,3,"only works through ethernet connection now.",1,1,24,0.138382,0.018944
1164,2,4,"these two items make this camera hardly better than a paperweight.",1,1,24,0.595038,0.080713
1165,2,0,"for  40  it was a good deal.",0,0,5,1.000000,1.000000
1165,2,1,"straightforward setup  customizable settings for http https ports  easy to position  works flawlessly with synology products",0,0,8,0.577791,0.146899
1165,2,2,"integrated features work unreliably  can make device unreachable via wireless.",1,0,8,0.234430,0.036362
1165,2,3,"ie only interface   beware non windows users.",1,0,8,0.570677,0.084704
1165,2,4,"too flaky to pay full price.",1,0,5,0.595038,0.080713
1166,2,0,"  low cost   ip enabled",0,1,24,1.000000,1.000000
1166,2,1,"worked for 5 minutes then only displays white image.",1,1,19,0.487255,0.080922
1166,2,2,"tried reset  different computers  etc.",1,1,18,0.538087,0.084704
1166,2,3,"no new firmware available.",1,1,16,0.651486,0.153251
1166,2,4,"camera has newer firmware than what is online.",1,1,16,0.033112,0.009948
1166,2,5,"tech support said they would respond in 48 hrs  did not.",1,1,24,0.600051,0.080713
1167,2,0,"when connected to the router or a system directly it works fine.",0,0,8,1.000000,1.000000
1167,2,1,"does motion detection and capture ok.",0,0,1,0.520151,0.089102
1167,2,2,"wireless   no joy  already did the firmware upgrade   checked router  etc.  other vendor wireless camera works no issue.",1,1,24,0.533723,0.080922
1167,2,3,"this one will not connect.",1,1,24,0.608389,0.084923
1168,2,0,"inexpensive.",0,0,9,1.000000,1.000000
1168,2,1,"fairly good wirelaess range.",0,0,9,0.485841,0.098000
1168,2,2,"motion detect sensitivity does not work.",1,1,20,0.619750,0.199689
1168,2,3,"when motion detection is enabled  the camera sends hundreds of emails in just a couiple of minutes indicating a  motion event .",1,1,20,0.062684,0.015035
1168,2,4,"the adjustment for the sensitivity of the camera appears to be non functioning.",1,1,20,0.610902,0.080713
1169,2,0,"makes a good web cam  but thats not what i was looking for.",0,0,12,1.000000,1.000000
1169,2,1,"very poor instuctions  not intuitive at all.",1,0,12,0.518963,0.098000
