secur	4	0	3	4	7	4	0	4	5	12
imagin	0	2	4	6	7	0	2	7	6	8
citi	1	5	4	3	6	1	5	6	3	6
nois	7	1	2	3	6	9	1	2	3	6
preinstal	1	1	3	5	9	1	1	3	5	11
whistl	3	3	2	6	5	3	3	2	6	5
offlin	1	0	2	10	6	1	0	2	11	12
antenna	1	6	4	4	4	1	7	4	7	4
virtual	2	1	4	3	8	2	1	5	5	10
seal	4	4	4	2	4	4	7	8	2	4
kill	2	6	5	3	3	2	6	5	3	3
sort	3	4	2	6	5	3	4	2	6	5
loos	7	6	4	2	1	8	6	5	3	1
everyday	0	2	2	7	9	0	2	2	8	10
wp8	0	1	2	9	7	0	7	2	16	16
win	0	3	2	7	8	0	3	5	7	13
europ	2	3	4	5	6	2	4	5	8	7
interest	4	1	3	5	7	5	1	3	5	8
ipod	1	1	3	7	8	1	1	5	24	12
ahead	5	3	1	4	7	5	4	1	5	7
pleasant	0	1	2	8	9	0	1	2	9	9
flaw	3	4	5	4	4	3	4	7	6	4
floor	6	4	1	2	7	6	4	1	2	8
slip	2	1	3	3	11	2	1	3	3	11
desir	1	9	2	4	3	1	10	3	4	3
assum	5	2	5	4	4	5	2	5	4	4
snapdragon	2	3	1	5	9	2	5	1	10	14
surfac	3	3	3	6	5	3	3	4	7	5
flawless	0	2	2	4	12	0	2	2	4	14
handi	1	5	3	7	3	1	5	3	7	4
yesterday	8	6	1	2	3	8	6	1	2	3
inspir	0	16	0	1	3	0	22	0	1	5
twitter	1	4	2	8	5	1	4	3	10	5
lie	9	5	2	1	2	9	6	2	1	2
mess	4	3	5	6	3	4	3	5	6	3
advantag	1	2	2	9	7	1	3	2	11	7
2gb	0	1	2	8	10	0	1	2	9	14
enabl	2	2	2	9	6	2	2	2	9	8
swipe	2	3	2	4	10	2	4	2	5	10
ridicul	5	3	3	5	5	5	3	3	5	5
situat	3	4	1	7	6	3	4	1	7	6
iii	3	1	2	6	9	5	2	2	10	10
input	4	2	6	3	4	4	2	12	3	5
gig	1	0	5	4	11	1	0	5	5	15
ghz	1	3	0	8	9	1	5	0	19	16
throw	4	4	5	2	6	4	4	6	2	6
outdat	7	5	3	3	3	7	5	3	3	3
conveni	1	4	5	8	3	1	4	5	8	3
folder	2	1	3	8	7	2	1	3	11	10
format	1	4	8	4	4	1	5	10	4	4
eas	0	1	4	11	5	0	1	4	13	5
rep	8	4	3	4	2	12	4	3	4	2
emerg	6	2	8	2	3	7	2	9	2	3
forev	5	3	5	3	5	5	3	5	3	6
electron	6	4	3	2	6	6	4	3	2	6
accur	3	4	2	6	6	3	6	2	7	7
practic	4	3	3	5	6	5	3	3	5	7
net	2	5	4	4	6	2	5	8	4	6
factor	1	1	3	3	13	1	1	3	3	16
minim	2	3	3	6	7	2	4	4	6	7
64gb	2	0	3	5	11	2	0	3	8	12
customiz	0	1	3	8	9	0	1	3	8	10
configur	4	3	3	4	6	4	3	4	4	7
soft	1	2	8	2	8	1	3	14	2	10
slipperi	2	3	5	6	6	2	3	6	6	6
doubl	2	2	7	4	7	2	2	7	4	8
stylish	2	0	4	8	8	2	0	4	8	8
boot	3	4	3	7	5	3	4	3	7	5
recharg	2	5	5	3	7	2	5	5	3	7
pass	2	8	1	3	7	4	9	2	3	7
itun	0	0	4	7	11	0	0	4	11	14
speak	7	1	5	6	3	8	1	5	8	7
describ	9	3	0	4	6	10	4	0	4	7
middl	5	6	5	3	3	5	6	5	3	3
blow	2	1	1	1	17	3	1	1	1	17
skype	2	2	2	9	7	3	2	2	15	7
request	13	5	2	0	2	16	5	2	0	2
recognit	4	3	4	5	5	5	4	4	5	9
link	2	6	2	6	5	3	6	2	6	5
reciev	6	8	1	4	3	7	9	1	4	3
document	2	3	4	6	7	2	5	4	6	8
qwerti	2	3	8	2	6	3	4	9	2	8
handset	3	3	7	3	6	3	4	13	5	9
morn	7	7	1	3	4	7	9	1	4	5
finish	3	3	4	4	8	3	5	4	4	10
a1200	2	0	2	8	9	2	0	3	10	14
credit	6	4	5	4	3	8	4	6	4	5
lightweight	0	3	5	6	9	0	3	5	6	10
wall	6	4	1	5	7	6	6	1	5	8
4s	0	2	3	4	14	0	3	4	9	16
newer	4	1	7	5	6	4	1	7	7	7
