0.0988847584,0.0168918919,0.0641891892,0.1081081081,0.0304054054,0.0101351351,0.0067567568,0.0202702703,0.0135135135,0.0304054054,0.0472972973,0.3209459459,0.0236486486,0.0337837838,0.0777027027,0.0574324324,0.0033783784,0.0135135135,0.0101351351,0.0439189189,0,0,0.0033783784,0.0101351351,0.0033783784,0.0067567568,0,0.0135135135,0.0033783784,0.0236486486,0.0033783784
0.0215613383,0,0.0612244898,0.0408163265,0.0612244898,0.0340136054,0.0340136054,0.0408163265,0.0340136054,0.0204081633,0.0476190476,0.0136054422,0.3605442177,0.0272108844,0.0136054422,0.0272108844,0.0136054422,0.0204081633,0.0068027211,0.0272108844,0.0068027211,0.0136054422,0.0068027211,0.0068027211,0.0204081633,0,0.0272108844,0,0.0136054422,0.0136054422,0.0068027211
0.0260223048,0.0235294118,0.0529411765,0.0529411765,0.0411764706,0.0352941176,0.0294117647,0.0294117647,0.0117647059,0.0352941176,0.0529411765,0.0176470588,0.0117647059,0.3823529412,0.0529411765,0.0352941176,0,0.0176470588,0.0117647059,0.0294117647,0.0058823529,0,0.0058823529,0.0058823529,0.0058823529,0,0.0235294118,0.0117647059,0,0.0176470588,0
0.0483271375,0.0060240964,0.0391566265,0.0451807229,0.0271084337,0.015060241,0.015060241,0.0120481928,0.0120481928,0.0180722892,0.0210843373,0.0331325301,0.0090361446,0.0240963855,0.6114457831,0.0060240964,0.0120481928,0.0090361446,0.0090361446,0.0240963855,0,0,0.0030120482,0.0060240964,0,0,0.0361445783,0.0030120482,0,0,0.0030120482
0.043866171,0.0307017544,0.048245614,0.0701754386,0.048245614,0.0219298246,0.0131578947,0.0263157895,0.0175438596,0.0175438596,0.0614035088,0.0526315789,0.0263157895,0.0219298246,0.0263157895,0.4035087719,0.0131578947,0.0043859649,0,0.0131578947,0.0043859649,0.0043859649,0.0043859649,0.0043859649,0.0131578947,0.0087719298,0.0175438596,0.0219298246,0,0.0043859649,0
0.0096654275,0,0.0119760479,0.005988024,0.005988024,0,0,0,0.0119760479,0.0179640719,0.0119760479,0.0119760479,0,0,0,0.005988024,0.3413173653,0.0299401198,0.0538922156,0.0718562874,0.0359281437,0.0179640719,0.0419161677,0.0299401198,0.0179640719,0.0119760479,0.1976047904,0.0179640719,0.0119760479,0.0359281437,0
0.024535316,0.0043956044,0,0,0.010989011,0.0043956044,0,0.0021978022,0.0043956044,0.0021978022,0.0065934066,0.0021978022,0.0043956044,0.0043956044,0,0.0021978022,0.0175824176,0.5582417582,0.043956044,0.0307692308,0.021978022,0.0087912088,0.0263736264,0.0175824176,0.0263736264,0.010989011,0.0879120879,0.0131868132,0.010989011,0.0527472527,0.0241758242
0.0847583643,0.0049261084,0.0073891626,0,0.0049261084,0.0024630542,0,0.0049261084,0.0024630542,0.0024630542,0,0.0049261084,0,0.0024630542,0.0073891626,0.0024630542,0.0197044335,0.0443349754,0.4458128079,0.1034482759,0.0073891626,0.0098522167,0.0221674877,0.0024630542,0.0418719212,0.0320197044,0.118226601,0.0320197044,0.0147783251,0.0517241379,0.0073891626
0.0423791822,0.0076190476,0.0114285714,0.0057142857,0,0.0019047619,0.0038095238,0.0038095238,0,0,0.0057142857,0,0.0038095238,0.0038095238,0.0152380952,0,0.0266666667,0.0266666667,0.060952381,0.5314285714,0.0152380952,0.0152380952,0.0057142857,0.0095238095,0.020952381,0.0095238095,0.0514285714,0.0476190476,0.0057142857,0.1047619048,0.0057142857
0.0104089219,0,0,0.0260869565,0.0173913043,0,0.0173913043,0,0,0,0,0.0173913043,0,0.0086956522,0,0,0.0695652174,0.0173913043,0.052173913,0.0608695652,0.3304347826,0.0086956522,0.0260869565,0.0086956522,0.0434782609,0.0434782609,0.1565217391,0.0260869565,0.0086956522,0.0434782609,0.0173913043
0.0104089219,0.0103092784,0.0103092784,0,0.0103092784,0.0103092784,0,0,0,0,0.0103092784,0,0,0,0,0,0.0515463918,0.0618556701,0.0206185567,0.0721649485,0.0309278351,0.4329896907,0,0.0206185567,0.0309278351,0.0103092784,0.1030927835,0.0309278351,0.0206185567,0.0515463918,0.0103092784
0.0185873606,0,0.0074074074,0.0074074074,0,0,0.0074074074,0,0.0074074074,0.0074074074,0.0074074074,0.0074074074,0,0,0,0,0.0148148148,0.1037037037,0.0740740741,0.0592592593,0.037037037,0.0296296296,0.3037037037,0.0148148148,0.037037037,0.0148148148,0.1333333333,0.0518518519,0.0148148148,0.0518518519,0.0074074074
0.0044609665,0,0.0175438596,0.0087719298,0,0,0,0,0,0.0087719298,0.0087719298,0.0087719298,0,0,0,0.0087719298,0.0087719298,0.0964912281,0.0350877193,0.0438596491,0.0087719298,0.0087719298,0.0087719298,0.4298245614,0.0614035088,0.0087719298,0.1052631579,0.0526315789,0.0175438596,0.0526315789,0
0.0156133829,0,0.016,0.004,0.004,0,0,0.004,0,0,0,0,0.008,0.004,0.008,0.004,0.02,0.056,0.084,0.04,0.02,0.016,0.012,0.02,0.464,0.028,0.096,0.024,0.008,0.052,0.008
0.0133828996,0.0062893082,0,0.0062893082,0,0,0,0.0062893082,0.0125786164,0.0062893082,0,0.0125786164,0.0062893082,0,0.0062893082,0,0.0251572327,0.0440251572,0.0691823899,0.0628930818,0.0125786164,0.0125786164,0.0188679245,0.0188679245,0.0754716981,0.3899371069,0.0943396226,0.0062893082,0.0125786164,0.0754716981,0.0188679245
0.082527881,0.0058252427,0.0067961165,0.0067961165,0.0077669903,0.0058252427,0.0019417476,0.0029126214,0.0009708738,0.0038834951,0.0048543689,0,0.0058252427,0.0048543689,0.0116504854,0.0029126214,0.0145631068,0.0446601942,0.040776699,0.0233009709,0.0174757282,0.0116504854,0.0106796117,0.0155339806,0.0223300971,0.0155339806,0.645631068,0.0203883495,0.0067961165,0.0281553398,0.0097087379
0.0074349442,0,0.0106382979,0.0053191489,0.0053191489,0,0.0053191489,0,0,0,0.0053191489,0,0,0,0.0106382979,0,0.0319148936,0.0319148936,0.0638297872,0.0691489362,0,0,0.0372340426,0.0159574468,0.0159574468,0.0053191489,0.1436170213,0.4255319149,0.0053191489,0.0904255319,0.0212765957
0.0111524164,0,0,0.0317460317,0,0,0,0,0.0158730159,0,0,0.0158730159,0,0,0.0158730159,0,0.0317460317,0.0952380952,0.0793650794,0.0476190476,0,0.0158730159,0.0158730159,0.0158730159,0.0476190476,0.0317460317,0.0952380952,0,0.3174603175,0.0793650794,0.0476190476
0.0342007435,0.0020833333,0.0125,0.0125,0,0.0020833333,0,0,0.00625,0.0041666667,0.0020833333,0.0041666667,0.0020833333,0.0020833333,0,0.0041666667,0.0104166667,0.0354166667,0.0666666667,0.0541666667,0.00625,0.0041666667,0.0145833333,0.0041666667,0.0291666667,0.0208333333,0.0833333333,0.0166666667,0.0083333333,0.5791666667,0.0125
0.0126394052,0.0104166667,0,0,0.0104166667,0,0,0.0104166667,0,0,0,0.0208333333,0,0,0,0,0.0520833333,0.03125,0.0208333333,0.0625,0,0,0.03125,0.0104166667,0.03125,0.0625,0.1875,0.0104166667,0.0208333333,0.09375,0.3333333333
