0.0279329609,0.4599406528,0.0237388724,0.0059347181,0.0148367953,0.0385756677,0.0148367953,0.056379822,0.0356083086,0.0385756677,0.0534124629,0.059347181,0.0296735905,0.0267062315,0,0.0059347181,0,0.0089020772,0.0207715134,0.0118694362,0.0237388724,0.0148367953,0.0089020772,0.0207715134,0.0118694362,0.0118694362,0.0029673591
0.0143655227,0.0555555556,0.2777777778,0.0238095238,0.0079365079,0.0476190476,0.0158730159,0.0396825397,0.0714285714,0.0634920635,0.0873015873,0.0714285714,0.0555555556,0.0158730159,0.0158730159,0,0,0,0.0238095238,0.0158730159,0.0476190476,0.0079365079,0.0158730159,0.0158730159,0.0079365079,0.0158730159,0
0.0167597765,0.0194805195,0.0064935065,0.3376623377,0.025974026,0.0454545455,0.0454545455,0.0064935065,0.0584415584,0.0649350649,0.0909090909,0.0714285714,0.0584415584,0.0194805195,0.012987013,0,0,0,0.0324675325,0.0064935065,0.012987013,0.0194805195,0.0194805195,0.012987013,0.025974026,0.0064935065,0
0.0183559457,0.0714285714,0.0306122449,0.0306122449,0.3979591837,0.0714285714,0,0.0204081633,0.0204081633,0,0.0816326531,0.0714285714,0.0612244898,0.0408163265,0.0102040816,0,0,0,0.0204081633,0,0.0102040816,0,0,0.0102040816,0.0306122449,0.0204081633,0
0.0271348763,0.041749503,0.0198807157,0.0159045726,0.0059642147,0.4393638171,0.027833002,0.0238568588,0.0536779324,0.0675944334,0.0715705765,0.0377733598,0.0318091451,0.0397614314,0.0059642147,0.0039761431,0.0119284294,0.0019880716,0,0.0079522863,0.013916501,0.0198807157,0.0039761431,0.027833002,0.0119284294,0.0099403579,0.0039761431
0.0223463687,0.0338983051,0.0254237288,0.0296610169,0.0084745763,0.0762711864,0.3728813559,0.0169491525,0.0169491525,0.0847457627,0.1228813559,0.0381355932,0.0423728814,0.0211864407,0.0127118644,0.0042372881,0.0084745763,0,0.0254237288,0,0,0.0084745763,0,0.0211864407,0.0169491525,0.0084745763,0.0042372881
0.0127693536,0.0765957447,0.0255319149,0.0127659574,0.0170212766,0.0723404255,0.0127659574,0.3829787234,0.0340425532,0.0255319149,0.0382978723,0.0638297872,0.0510638298,0.0553191489,0.0042553191,0.0085106383,0.0085106383,0.0127659574,0.0127659574,0.0042553191,0,0.0127659574,0.0127659574,0.0212765957,0.0255319149,0.0085106383,0
0.0917797287,0.0475161987,0.0151187905,0.0129589633,0.0021598272,0.0453563715,0.0259179266,0.0388768898,0.403887689,0.0583153348,0.090712743,0.0691144708,0.0475161987,0.0323974082,0.0151187905,0.0043196544,0.0064794816,0.0064794816,0.0129589633,0.0064794816,0.0172786177,0,0.0043196544,0.0194384449,0.0086393089,0.0064794816,0.0021598272
0.0295291301,0.0140350877,0.0122807018,0.0280701754,0.0035087719,0.0684210526,0.0333333333,0.0140350877,0.0210526316,0.5333333333,0.0666666667,0.0350877193,0.050877193,0.0157894737,0,0.0122807018,0.0052631579,0.0052631579,0.0192982456,0.0035087719,0.0070175439,0.0052631579,0,0.0245614035,0.0052631579,0.0087719298,0.0070175439
0.0662410215,0.0392156863,0.0196078431,0.0183006536,0.0117647059,0.0653594771,0.031372549,0.031372549,0.0405228758,0.0640522876,0.4836601307,0.0418300654,0.0339869281,0.0261437908,0.0039215686,0.0026143791,0.0117647059,0.0026143791,0.0117647059,0.0039215686,0.0078431373,0.0130718954,0.0117647059,0,0.0078431373,0.0078431373,0.0078431373
