Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
850,2,0,"decent image quality.",0,0,5,1.000000,1.000000
850,2,1,"media play function is neat.",0,0,5,0.411136,0.072518
850,2,2,"speakers better than some.",0,0,5,0.426311,0.080804
850,2,3,"confusing remote.",1,1,12,0.439878,0.075820
850,2,4,"tv picture lags a bit when changing channels.",1,1,12,0.438117,0.072518
850,2,5,"usb quit working.",1,1,12,0.464793,0.084449
850,2,6,"so so picture quality.",1,1,8,0.470428,0.080028
854,2,0,"great 4k tv by samsung.",0,0,6,1.000000,1.000000
854,2,1,"amazing picture.",0,0,6,0.423369,0.072518
854,2,2,"owned for just over a month and exactly as expected.",0,0,6,0.437077,0.126135
854,2,3,"good experience with newegg.",0,0,3,0.461439,0.124982
855,2,0,"tv has great viewing angles and built in gaming mode for when you want to play games with it.",0,0,7,1.000000,1.000000
855,2,1,"better looking image then other 4k tvs",0,0,7,0.425101,0.131531
855,2,2,"smart tv has adds now and then which are a slight annoyance.",1,1,14,0.443194,0.084449
855,2,3,"for good audio needs a sound bar or sound system.",1,1,14,0.456155,0.124982
857,2,0,"great tv at a great price.",0,0,4,1.000000,1.000000
857,2,1,"don t let the refurbished scare you off.",0,0,6,0.418021,0.126135
857,2,2,"bought it about 6 months ago.",0,0,6,0.415937,0.084449
857,2,3,"works great.",0,0,4,0.438132,0.118715
857,2,4,"easy to set up.",0,0,4,0.446514,0.113776
857,2,5,"nice selection of inputs.",0,0,4,0.454928,0.113776
857,2,6,"not free....nothing that i ve found.",1,0,6,0.477502,0.119817
858,2,0,"nice size  excellent picture  enough ports  digital audio out.",0,0,0,1.000000,1.000000
858,2,1,"wish i could label hdmi ports and also remove ota tv from inputs list.",1,0,0,0.205640,0.057213
858,2,2,"a very minor thing.",1,1,12,0.461506,0.080028
859,2,0,"looks brand new out of the box  packaged and shipped well.",0,0,3,1.000000,1.000000
859,2,1,"works like a new tv should.",0,0,3,0.427703,0.072518
859,2,2,"great picture and color  after very little adjusting .",0,0,4,0.432719,0.131531
859,2,3,"is as advertised.",0,0,4,0.469380,0.124982
860,2,0,"wonderful picture  decent sound  easy setup  3 hdmi   digital coax out   thin bezel.",0,1,14,1.000000,1.000000
860,2,1,"no analog sound out.",1,1,14,0.166223,0.031156
860,2,2,"only 60mhz not 120mhz  but haven t noticed any ghosting.",1,1,14,0.454464,0.080028
861,2,0,"i already had one sanyo 42  with a few more bells and whistles that i did a lot of research on before buying  but this one looks just as good.",0,0,6,1.000000,1.000000
861,2,1,"considering i got the first one at you know where on black friday for  450 this is a great deal.",0,0,6,0.436379,0.080028
864,2,0,"good deal for the money.",0,1,11,1.000000,1.000000
864,2,1,"works just as it should.",0,1,11,0.426835,0.131531
864,2,2,"doesn t have the sound issues that i have seen with more expensive tv s",0,1,11,0.433590,0.075820
864,2,3,"more video inputs would be nice  but not gonna complain it holds all my current devices.",1,0,5,0.455401,0.076558
865,2,0,"incredible picture quality  can plug my hardrive right into the usb port and watch movies and tv shows off of it  not many tv s can do it.",0,0,5,1.000000,1.000000
865,2,1,"speakers are loud and clear.",0,0,5,0.433288,0.080804
865,2,2,"one of the 4 hdmi ports is a pain sometimes.",1,0,5,0.454464,0.080028
867,2,0,"picture quality is outstanding  sound quality is very good for a thin tv  streams services like netflix very well  nice configuration options  uses the same lcd panel as samsung s top end products  passes through dd and dts sound from sources  streaming  hdmi  to the optical out connection   for the quality of the tv the price is very reasonable.",0,0,4,1.000000,1.000000
867,2,1,"don t expect much in the web browsing area.",1,1,9,0.449579,0.124982
868,2,0,"i am very impressed with this product the color and sound are excellentand the price got it during cyber monday last year.",0,0,6,1.000000,1.000000
868,2,1,"after watching a movie if i did not go back out to select another program soon or exit out the end of the movie would stay locked on the screen and you could not cut the tv off by the tv off button or the remote off button.thankfully this was a common problem and a technian from vizio told how to reset the tv.after doing what he instructed me to do several times 4 or 5 it stopped and l have not had any other issues.",1,1,9,0.433406,0.124982
870,2,0,"easy set up wifi works well with d link router vizio internet apps include netflix  youtube  and hulu perfect for the kitchen great value on refurbished equipment reasonable quality image  not great  not bad ",0,1,9,1.000000,1.000000
870,2,1,"no hbo go sound okay but not great  though this is pretty much par for the course with most low cost flat screens  can hook into soundbar ",1,1,11,0.292416,0.059330
871,2,0,"product arrived quickly and as dexcribed.",0,0,3,1.000000,1.000000
871,2,1,"seems to work very sel lso far.",0,0,3,0.412790,0.080804
871,2,2,"this is my first vizio  i have a larger samsung.",0,0,6,0.408934,0.075820
871,2,3,"i was a little surprised at how light the tv is.",0,0,4,0.427490,0.080804
871,2,4,"seems cheap but this may be normal for 32  tv.",0,0,4,0.437506,0.072518
871,2,5,"i have some issue with wifi signal strenght but contacted vizio and spoke to an actual perosn who was most helpful  i like that a lot.",0,0,3,0.431600,0.084449
871,2,6,"picture and sound quality are very good.",0,0,4,0.453413,0.118715
871,2,7,"overall after a few days i must say i am quite please with the purchase.",0,0,3,0.462537,0.126135
871,2,8,"extremelty easy to use app s  netflix ",0,0,5,0.462103,0.075820
871,2,9,"wifi receiver a bit weak",1,0,5,0.471378,0.080028
872,2,0,"arrived damaged  so can t comment",0,1,10,1.000000,1.000000
872,2,1,"the tv arrived damaged  so i can t comment on its qualities",1,1,10,0.010845,0.010601
873,2,0,"it is overall a great tv.",0,0,7,1.000000,1.000000
873,2,1,"i ordered it to use my xbox on and it does that without a problem.",0,0,7,0.402835,0.113776
873,2,2,"goes to 1080p with hdmi so i m not sure why the recommended hd was 720p.",0,0,7,0.415769,0.131531
873,2,3,"if you are looking for a tv to play games on this is it i feel.",0,0,7,0.434387,0.113776
873,2,4,"as far as television and movies it has great picture and sound quality.",0,0,4,0.510657,0.182018
873,2,5,"the sound is astoundingly good from the built in speakers.",0,0,5,0.183886,0.030361
873,2,6,"the only con i can think of is the base for the tv is a little cheap.",1,1,12,0.464084,0.126135
873,2,7,"it doesn t tilt.",1,1,12,0.479004,0.080028
875,2,0,"crisp clear picture  small bezel  easy interface and menu",0,0,4,1.000000,1.000000
875,2,1,"built in speakers aren t very good.",1,0,4,0.447135,0.124982
877,2,0,"not too heavy great size adequate bezel width great input options easy to configure sound is pretty decent too  wonderful color  great brigtness and lots of options for setting up.",0,0,5,1.000000,1.000000
877,2,1,"the stand is glass  which is kind of a delicate substrate for it.",1,0,5,0.435558,0.113776
877,2,2,"is not a  smart  tv   so you will have to provide your own  netflix   hulu  streaming etc. off brand with an almost comical  chinese  sounding name   but it adds to its charm.",1,0,5,0.449194,0.080028
878,2,0,"pretty great tv for  359 with rebate card.",0,0,0,1.000000,1.000000
878,2,1,"replaced my old 2006 42  pan plasma.",0,0,6,0.411071,0.113776
878,2,2,"weighs less than half of that 100lb beast.",0,0,6,0.420986,0.084449
878,2,3,"better speakers than the 32  one i bought.",0,0,6,0.417108,0.072518
878,2,4," same brand   haven t hooked it up to the computer as of yet  but its intended for tv and movies.",0,0,0,0.428104,0.080804
878,2,5,"very low heat compared to the old plasma s radiation.",0,0,6,0.442669,0.075820
878,2,6,"hooks up to my lap top edge to edge with a few tweaks in display settings.",0,0,0,0.519838,0.124495
878,2,7,"really really good picture on hd stuff and surfing thru the lap top.",0,0,0,0.242675,0.059580
878,2,8,"wouldn t expect it to be a great computer monitor for gaming but will do a follow up after i try it out.",1,0,0,0.467396,0.080804
878,2,9,"took a little tweaking to get the base set up straight.",1,0,0,0.476152,0.124982
879,2,0,"  low cost  low cost  low cost   3 hdmi inputs   acceptable quality  blackness   refresh rate   easily adjustable picture balance",0,0,7,1.000000,1.000000
879,2,1,"  turning on takes a few secs  no big deal   non existent customer service   it supposedly plays movies from a usb stick  but the formats i tried were not accepted.",1,1,13,0.380148,0.071372
882,2,0,"works amazingly for a refurbished tv  i really settled when i decided to get a 720p tv and i actually dont regret it  the picture quality is amazing  the screen had no scratches or any signs of wear  i thought i might have been sent a new tv on accident ",0,0,6,1.000000,1.000000
882,2,1,"the very few problems i did have with this tv were minor  the 3rd hdmi input does not work  but that doesnt matter to me.",1,1,12,0.260815,0.066172
882,2,2,"the speakers are a little buggy  for the most part it works great  but if i play a game where the music blasts suddenly or has very high bass the speakers get really loud  beyond what the volume setting is  and it seems like the speakers will blow out.",1,0,5,0.351737,0.100740
883,2,0,"great price and it suits all expected needs.",0,0,4,1.000000,1.000000
883,2,1,"pleasant surprise that it had 4 hdmi ports.",0,0,4,0.410504,0.126135
883,2,2,"my spouse is happy  actually has reconnected with tv viewing.",0,0,4,0.431982,0.113776
883,2,3,"nicely packaged.",0,0,4,0.440570,0.072518
883,2,4,"low volume output  but hope to rectify that with visio soundbar.",1,1,11,0.449194,0.126135
883,2,5,"no batteries were included.",1,1,12,0.473730,0.080028
884,2,0,"nice tv for the price.",0,0,4,1.000000,1.000000
884,2,1,"nice picture.",0,0,4,0.042141,0.015325
884,2,2,"this tv is new   walmart for 260.00 so buying refurb i saved about 50.00.",0,0,5,0.422845,0.126135
884,2,3,"nice that it has many buttons on this side for power  etc.",0,0,5,0.429422,0.131531
884,2,4,"i have another vizio that doesn t.",0,0,5,0.454415,0.118715
884,2,5,"may come in handy when the kids loose the remote.",0,0,5,0.451412,0.084449
884,2,6,"frame of tv has many scratches and scuffs",1,0,4,0.473964,0.076558
885,2,0,"was rma able  one of two customer service reps was helpful.",0,1,10,1.000000,1.000000
885,2,1,"functionality.    first tv was received may 30th and rma d due to a line at the top of the screen.",1,1,10,0.411019,0.084449
885,2,2,"first customer service rep was very empathetic and helpful even offered rapid shipping.",1,1,10,0.500155,0.124495
885,2,3,"tv shipped back june 2nd.",1,1,10,0.126256,0.026201
885,2,4,"  second tv was received on june 19th and only half of a functioning screen  the right half .",1,1,10,0.522919,0.124495
885,2,5,"second rep was less than helpful  didn t even seem to care that we originally ordered the tv on may 23rd and still have no television.",1,1,10,0.312075,0.059654
886,2,0,"great condition.",0,1,10,1.000000,1.000000
886,2,1,"works like new.",0,0,5,0.414834,0.113776
886,2,2,"setup is easy.",0,0,5,0.414735,0.080804
886,2,3,"very plug and play for a refurb  its not all that bad.",0,0,5,0.426736,0.126135
886,2,4,"very little trash with packaging.",0,1,12,0.447574,0.113776
886,2,5,"comes with remote  2 batteries   power cable  and a small setup guide...simple.",0,1,12,0.441781,0.080804
886,2,6,"packaging was a little rough.",1,1,12,0.470705,0.075820
886,2,7,"no detailed instruction manual  but it takes common sense to put it together.",1,0,5,0.463453,0.080028
887,2,0,"surprisingly  it actually turns on  and it arrived relatively quick.",0,1,10,1.000000,1.000000
887,2,1,"the television is in bad shape  poorly packaged and looked very used.",1,1,10,0.405075,0.126135
887,2,2,"one of the clips on the stand for the base was broken  but that seemed minor compared to the rest.",1,1,9,0.412367,0.113776
887,2,3,"i honestly couldn t believe vizio would actually send something like this to a customer.",1,1,13,0.427490,0.075820
887,2,4,"i should have immediately sent it back  but i rather not deal with the grief of trying to return or exchange it.",1,1,10,0.434890,0.072518
887,2,5,"i m just writing it off as money in the garbage.",1,1,8,0.444069,0.080804
887,2,6,"sadly  i bought it as a present for my father  and now i find myself having to buy another television since i told him i was getting him one.",1,1,10,0.441889,0.080804
887,2,7,"there was no way i could give him the set vizio sent me.",1,1,10,0.464301,0.072518
887,2,8,"this was the very first time i purchased something  refurbished   and it the last time.",1,1,10,0.460341,0.084449
887,2,9,"lesson learned  i tried to save a little money and in the end it will cost me a lot more.",1,1,10,0.471908,0.076558
888,2,0," excellent picture quality  very rich deep blacks  smart tv works great.",0,0,4,1.000000,1.000000
888,2,1,"wi fi set up is a snap.",0,0,5,0.415658,0.118715
888,2,2," plays all formats of movies i have thrown at it over the network.",0,0,5,0.410649,0.084449
888,2,3," gorgeous looking brushed metal effect.",0,0,4,0.431835,0.072518
888,2,4,"looks great in our family room.",0,0,4,0.500456,0.189288
888,2,5," very little room reflection on the panel.",0,0,4,0.101314,0.042784
888,2,6," remote is backlit",0,0,5,0.531459,0.107572
888,2,7," would like the remote back light to be brighter.",1,0,5,0.018402,0.011131
888,2,8," netflix app seems to be quiet low on volume compared to other transmissions  stand is kind of funky.",1,0,5,0.533617,0.107572
888,2,9,"would have like a more solid stand.",1,0,5,0.199506,0.042229
889,2,0,"the picture quality on this tv is extremely good.",0,1,8,1.000000,1.000000
889,2,1,"the problem is that samsung plasma technology is unreliable.",0,1,8,0.484372,0.171959
889,2,2,"the company will only warranty this very expensive high end plasma tv for one year  which is quite telling.",0,1,8,0.161778,0.054646
889,2,3,"my tv developed a number of rows of dead pixels going from the right to the left of the display.",0,1,13,0.505441,0.112276
889,2,4,"this happened a few weeks after the warranty period had ended and despite begging and pleading samsung told me that i was solely responsible for the  900 cost to replace the entire plasma display.",0,1,10,0.241751,0.041378
889,2,5,"i had to throw the tv in the dumpster..... what a waste of money.",0,0,3,0.459778,0.118715
889,2,6,"google  dead pixel samsung tv  to read about this frequent problem.",0,0,3,0.529419,0.124495
889,2,7,"in the dumpster after one year  samsung customer support unwilling to help.",1,1,13,0.282431,0.087430
890,2,0,"good picture quality  easy online access to netflix  youtube  etc.",0,0,1,1.000000,1.000000
890,2,1,"sound is a little muddy  headphone jack and other jacks are inconveniently located in the back  when you first turn the tv on  the color is wrong and then resets.",1,1,14,0.439405,0.124982
891,2,0,"clear crisp picture  included wifi",0,0,2,1.000000,1.000000
891,2,1,"the apps on it are mediocre.",1,0,2,0.435117,0.080804
891,2,2,"but i ve bought a roku anyways.",1,0,2,0.449194,0.080028
892,2,0,"i m not a tv expert  thus don t have similar tv s to compare...that said  picture quality is great  setup easy  i choose free ship  went from memphis tn to florida in 2 days...ty newegg...i always shop around  and i always end up buying from newegg  best     shipping cust service...packaging was quality  airbags  wrapping....when u turn on tv  no pic is displayed  till you tell the tv where input is from   fyi  tv has no buttons   all done via remote...all settings via remote are easy...there are numerous choices  for adjusting pic quality...this was a refurb...came with remote power cord quick start quide...full guide is on screen  accessible by remote...everything is functioning perfectly  wired wireless good  no flaws   all pixels good  ...this is an eggcelent tv...a superb tv...i highly recommend...i would buy 10",0,0,2,1.000000,1.000000
892,2,1,"3 screws to mount the base not included...i believe an oversite from refurb place...2 aaa batteries not included normal  fyi edging at the top popped off and was stuck on the top of tv..had to pull edging forward which quickly went into correct fitting...i again have to suspect refurb place  as edge is very tight around tv  so very unlikely shipping did that...i did have to call visio support  they are good   some smart tv apps weren t accessible... they had me go to a onscreen tab  and select update firmware...took 10 min...these cons  are very minor and all were fixed.",1,1,12,0.389492,0.069221
893,2,0,"great picture  easy menu  easy setup with directv remote.",0,0,5,1.000000,1.000000
893,2,1,"flimsy stand",1,0,5,0.449767,0.119817
894,2,0,"the tv was cheap and seemed like a good deal.",0,0,4,1.000000,1.000000
894,2,1,"i d like to assume all of the cons comes from this being a refurbished tv.",1,1,11,0.409679,0.118715
894,2,2,"the screen has a group of dead dark pixels that made a black spot on the screen.",1,1,15,0.415769,0.080804
894,2,3,"it s pretty big so i have no idea how that got past the quality control people.",1,1,12,0.428472,0.080804
894,2,4,"there is no way i could deal with that  so i m returning it now.",1,1,12,0.447574,0.084449
894,2,5,"the remote also hardly worked.",1,1,12,0.450983,0.084449
894,2,6,"with fresh batteries it would take 3 4 clicks to make something happen.",1,1,12,0.461439,0.072518
894,2,7,"the color also took forever to adjust as the defaults are really bad.",1,1,15,0.466629,0.119817
895,2,0,"great picture  smart tv apps that i find useful  unlike those for many other tvs   easy setup.",0,0,2,1.000000,1.000000
895,2,1,"no difficulties with the refurbished unit.",0,0,6,0.448451,0.119817
896,2,0,"great all around and does everything as advertised.",0,0,1,1.000000,1.000000
896,2,1,"app market is still limited",1,0,1,0.437077,0.119817
897,2,0,"good tv  high resolution and good picture.",0,0,4,1.000000,1.000000
897,2,1,"nice and bright with little light bleed from the top and the bottom.",0,0,2,0.414086,0.075820
897,2,2,"sound is weak and tinny  not bad for tv speakers but not going to impress anyone.",1,1,14,0.432277,0.131531
897,2,3,"smart interface can be slow and laggy at times.",1,1,9,0.452408,0.072518
897,2,4,"wireless connection for internet seems flakey  with direct connection with ethernet  no issues.",1,1,11,0.461096,0.076558
898,2,0,"the design is sleek and set up is easy.",0,0,4,1.000000,1.000000
898,2,1,"the colors are bright and has many settings to customize.",0,0,4,0.128410,0.027328
898,2,2,"vizio s tech support is great.",0,1,13,0.412033,0.126135
898,2,3,"this model has the most basic network connectivity software.",1,1,13,0.491156,0.171959
898,2,4,"it can only use wpa2 less sophisticated tkip cipher type to connect to the wifi.",1,1,11,0.221819,0.068584
898,2,5,"this means that if you have a router that downgrades the wifi security from the normal eas down to basic tkip  then your newer devices such as laptops and ipads may not connect to the internet.",1,1,11,0.082562,0.021965
898,2,6,"also  while the tv set up was easy  the network setup was unnecessarily difficult.",1,1,11,0.518047,0.124495
898,2,7,"it required me and vizio s tech support over 2 hours to figure out that the tv is using the older outdated network software  which most updated home wifi systems will require wifi extenders configured down to meet both your newer ipads and this vizio s network requirements.",1,1,13,0.209553,0.033917
898,2,8,"therefore  i m returing this tv because i can t use the smart tv functions.",1,1,13,0.459728,0.084449
898,2,9,"also  this tv uses edge led lighting with not so great graphics display software.",1,1,15,0.524570,0.165219
898,2,10,"this means that if you use this as an external monitor  you will be disappointed with even simple things as a plain black and white word document displaying just text.",1,0,5,0.383424,0.128134
898,2,11,"don t let others tell you that a 1080p tv can easily serve as a computer monitor.",1,0,5,0.350629,0.136059
898,2,12,"take my lessons learned  it can t  if you want a monitor  then invest in a good monitor.",1,0,5,0.122869,0.055250
899,2,0,"i m using the tv as a monitor for my pc.",0,0,7,1.000000,1.000000
899,2,1,"it s connected via the adapter s hdmi port so the picture quality is excellent.",0,0,0,0.478286,0.189288
899,2,2,"it s also connected to a roof antenna and to my cable router.",0,0,0,0.178574,0.052951
899,2,3,"the picture quality from pc streaming video and tv reception are both excellent.",0,0,7,0.431160,0.131531
