rival	1	0	2	3	14	1	0	2	4	14
vr	2	4	4	1	9	2	5	7	1	9
footag	1	3	6	3	7	1	3	8	4	14
gig	0	0	5	4	11	0	0	6	4	15
defin	1	1	4	3	11	1	1	4	3	11
hood	3	2	3	3	9	4	2	4	8	11
bill	5	2	3	4	6	5	2	3	4	6
dot	2	2	5	4	7	3	2	8	5	9
remark	3	1	6	5	5	3	1	7	5	5
20mm	0	1	1	3	15	0	1	1	4	30
debat	2	4	3	3	8	2	4	3	3	8
meant	2	2	5	5	6	2	2	5	6	6
instanc	4	2	1	4	9	4	2	1	4	11
candid	2	4	3	5	6	2	5	3	6	7
apart	4	6	6	1	3	4	7	6	1	3
led	2	4	4	5	5	2	5	4	6	5
min	3	1	5	6	5	3	1	7	8	6
meet	3	5	4	2	5	3	6	4	2	5
road	1	3	4	6	5	1	6	4	6	6
medium	1	3	4	5	7	1	3	4	5	7
incamera	1	1	1	7	10	1	1	1	9	10
critic	2	5	4	2	7	3	5	4	3	7
paint	3	5	4	3	5	5	5	4	4	5
1st	2	4	4	3	7	2	4	4	3	8
12mp	2	2	2	6	8	3	2	2	6	9
clearer	3	3	6	2	6	4	3	8	2	7
hardwar	5	2	8	2	3	6	3	9	2	3
vision	2	3	7	4	4	3	5	7	6	5
wider	0	0	5	5	10	0	0	5	6	12
method	3	3	2	5	7	3	3	2	5	7
tire	4	3	2	1	10	4	3	2	1	10
4gb	0	2	5	4	8	0	2	6	5	8
bar	1	2	4	5	8	1	2	9	5	8
ensur	2	6	3	2	7	2	6	3	2	7
bulk	0	1	1	2	16	0	1	1	2	18
shortcom	1	2	7	6	4	1	2	9	6	5
justifi	6	1	6	4	3	6	1	6	4	3
slowli	1	3	8	5	3	1	3	8	5	3
brighter	1	3	5	4	7	1	3	5	4	7
vari	2	1	7	4	7	2	1	8	4	7
afraid	2	5	4	3	7	2	5	4	3	7
d200	4	4	3	2	8	6	6	5	2	10
winner	2	2	4	4	9	2	2	4	4	13
abus	5	5	6	3	2	5	5	6	4	2
fli	4	2	5	3	7	4	2	5	3	7
europ	3	6	5	2	5	3	6	5	2	5
wrist	3	1	5	3	9	3	1	7	5	13
brilliant	2	1	2	2	14	2	1	2	2	14
logic	2	1	2	4	12	2	1	3	5	13
wise	2	4	0	6	9	2	4	0	6	10
d7100	2	3	1	4	11	2	3	5	6	23
account	6	2	7	4	2	6	3	8	4	2
redey	1	4	5	4	7	1	4	9	4	7
