Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
519,2,0,"1 .after power recharge full it will black screen   2. have not chinese type keyboard input  3. ram only 1.45 gb  much more less then product to brag 4gb",0,1,14,1.000000,1.000000
519,2,1,"big screen with clear display",1,0,10,0.373099,0.051157
525,2,0,"looks new and it is a samsung galaxy s3",0,0,0,1.000000,1.000000
525,2,1,"this phone is not new  i can t perform a factory data reset of any kind  the phone will take me to an initial page that is in chinese but clearly states quens reset counter xda  chainfire   which means with absolutely no doubts this phone was rooted  custon roms were installed and was sent back after a reset of the flash counter  but they forgot to set it back to the original state and now i will have to reinstall the whole factory settings on the phone myself if i want to keep it.",1,1,23,0.497121,0.062038
531,2,0,"larger sceen  ability to download cracked apps",0,0,1,1.000000,1.000000
531,2,1,"android os apps automatically load into memory even after you  kill  them or change settings to prevent them from starting up.",1,1,13,0.243308,0.025347
531,2,2,"this causes increased battery drain and uses internal ram  with unlocked version you ll have a hard time updating firmware in android s already fragmented update process.",1,1,14,0.486490,0.102329
531,2,3,"each carrier  may  offer an update and it s usually at different times.",1,1,14,0.178833,0.067378
531,2,4,"unlike iphone  the updates are carrier specific.",1,1,14,0.037779,0.013366
531,2,5,"many people with an unbranded android have to install a non supported firmware like a cyanogenmod.",1,1,23,0.606923,0.105979
531,2,6,"anti virus apps scan after you have installed the app   after you ve been infected  not before installing.",1,1,14,0.099277,0.017717
531,2,7,"samsung kies  similar to itunes  is useless and problematic  very poor product support from samsung.",1,1,22,0.538180,0.110024
542,2,0,"decent phone  .takes",0,0,2,1.000000,1.000000
542,2,1,"decent pictures.",0,0,2,0.015551,0.011924
542,2,2,"good gps.",0,0,2,0.506812,0.096879
542,2,3,"gets phone signal where a lot of other phones don t.",0,0,2,0.515240,0.099073
542,2,4,"i am not a fan of windows os for it.",1,1,13,0.511608,0.057109
542,2,5,"lot apps that are normally free they charge you for.",1,1,13,0.523044,0.058460
542,2,6,"phone is a pain 2 update.",1,1,13,0.558380,0.057109
542,2,7,"my next phone will not be a windows phone .if",1,1,13,0.566681,0.058460
542,2,8,"i have learned anything from this .",1,1,20,0.557160,0.057781
556,2,0,"1.very nice keyboard  easy to use.",0,0,9,1.000000,1.000000
556,2,1,"2.speakers are more improved  comparing with x1a version.",0,0,3,0.496271,0.092526
556,2,2,"3.design structure is very nice.",0,0,9,0.526706,0.090462
556,2,3,"1. 1.i used this phone for less than a month and first what s happened  touch screen start making a noise like a broken peace under screen panel.",1,1,25,0.477902,0.099073
556,2,4,"i was trying to set rma for return to exchange with sonny ericsson  but they only fix phones  even if you just purchased.",1,1,18,0.530723,0.062764
556,2,5,"it means after you paid  470.00 for a brand new phone  you will be given a refurbished version.",1,1,18,0.521557,0.058460
556,2,6,"this is worst    2. panel button  under  call  button.",1,1,21,0.611679,0.169987
556,2,7,"there is no reason to place this button on the top of the phone  because you pressed all the time by mistake  and this is make you slow down on the phone call.",1,1,21,0.133010,0.091163
556,2,8,"designers did a big mistake by placing this button on the main top   3.",1,1,21,0.067486,0.015907
556,2,9,"most common bug happening at least 20 times a day   ",1,1,25,0.636276,0.113359
556,2,10,"i have to restart the phone 20 times daily because of lag with all software s loading and entire windows files.",1,1,16,0.400551,0.082948
556,2,11,"when you tab the screen 3 times  quickly   it freezes the display and you cannot do anything as just restarting the phone.",1,1,16,0.219481,0.046270
557,2,0,"  fast gps   windows mobile 6.5   spb mobile shell 3.5",0,0,6,1.000000,1.000000
557,2,1,"  unstable  locks up constantly    unreliable  corrupted memory card with all pictures and music lost    accelerometers are worthless  only work with a very few programs    lags like a an old 486 running today s software   poor reception   no assignable buttons  no ms voice command    reboots randomly for no reason.",1,1,21,0.566251,0.159584
557,2,2,"  locks up and turns off screen during call  not allowing me to hang up   speaker quality is very bad.",1,1,21,0.372818,0.030621
557,2,3,"  bugs  bugs  bugs  bugs ",1,1,23,0.566586,0.091489
561,2,0,"stylish.",0,0,9,1.000000,1.000000
561,2,1,"when it works  everything is functional.",0,0,9,0.497143,0.058460
561,2,2,"sony s us customer service   repair center is a joke.",1,1,18,0.516402,0.057781
564,2,0,"was cheap  seemed higher spec for the  ",0,0,8,1.000000,1.000000
564,2,1,"buyer beware   ",1,1,19,0.517187,0.057109
564,2,2,"this phone is loaded with malware that by nature of the android os  cannot be removed   i later learned most cheapo china phones have malware from day one .",1,1,20,0.493152,0.070826
564,2,3,"thus you should avoid this one like the plague and any other no name phone from the far east.",1,1,22,0.566763,0.075966
564,2,4,"malware installed   android pup.riskpay.skymobi  android trojan.fadeb.a",1,1,22,0.550492,0.057781
565,2,0,"excellent cell phone met the needs of dual sim  was easy to use and nice design.",0,1,17,1.000000,1.000000
565,2,1,"however after 4 months the phone died  because i had some very small cracks on the screen  caused about 2 weeks after purchase  the supplier would not uphold the warranty",0,1,25,0.599595,0.173519
565,2,2,"warranty not worth anything from nlj technologies",1,1,25,0.305129,0.069368
570,2,0,"great phone   good size  comfortable to hold  fast and responsive  great battery life",0,0,10,1.000000,1.000000
570,2,1,"received a spanish la phone that is not covered under us warranty",1,1,18,0.553038,0.097971
573,2,0,"the phone is in great condition and works perfectly with gsm   lte.",0,0,12,1.000000,1.000000
573,2,1,"1 egg subtracted for the phone clearly not being new.",1,1,22,0.519910,0.099073
573,2,2,"my guess is the phone is a factory refurbished.",1,1,22,0.489556,0.061319
573,2,3,"the box was in cellophane wrapping  but it is the kind you see in the back of someone s shop and not a manufacturer wrapping.",1,1,22,0.583324,0.110887
573,2,4,"the box was dirty inside and out.",1,1,22,0.111024,0.018948
573,2,5,"this would have been acceptable if newegg indicated anywhere on the product page that this would be a refurbished product.  1 egg subtracted for false advertising.",1,1,18,0.491984,0.058460
573,2,6,"this i am most upset about and i am considering a return.",1,1,18,0.547460,0.092526
573,2,7,"this phone is not unlocked as it shows in the title.",1,1,18,0.637054,0.159584
573,2,8,"newegg even has you accept a disclaimer for buying an unlocked phone during checkout.",1,1,18,0.050227,0.015326
573,2,9,"what i received was not only a locked phone  but it has the latest updated android kit kat  with hboot 1.56 and s on.",1,1,23,0.526948,0.057109
573,2,10,"anyone that knows about what i just mentioned knows that it is extremely difficult to put a custom ruu on this phone in its current state.",1,1,21,0.558406,0.058460
573,2,11,"this may not be a deal breaker for me  but surely will be for some.",1,1,24,0.575313,0.057109
573,2,12,"i hope this review helps others to make a more informed purchase.",1,1,23,0.541806,0.062038
574,2,0,"phone is great in terms of features and build.",0,0,8,1.000000,1.000000
574,2,1,"phone arrived with one problem.",1,1,18,0.518882,0.099073
574,2,2,"the back home light stays on whether the phone is on or off.",1,1,15,0.596119,0.159584
574,2,3,"when off the lights are on and drains the batter.",1,1,15,0.052761,0.014956
574,2,4,"did a full reset on the phone and it did not solve the issue.",1,1,23,0.515209,0.058460
574,2,5,"let newegg know and wanted to send it back for a replacement  customer service said i had to call the vendor that ships it for rma.",1,1,18,0.526033,0.057109
574,2,6,"currently waiting for either vendor newegg to respond back after receiving the returned phone.",1,1,18,0.568152,0.062038
576,2,0,"crisp  bright  sharp  display  easy and stable touch response  slim and sturdy case.",0,0,10,1.000000,1.000000
576,2,1,"it is also very lightweight.",0,0,10,0.530411,0.062764
576,2,2,"powerful quad core cpu and 13 rear  5 front  megapixel cameras  16 gb internal rom .",0,0,3,0.558871,0.103649
576,2,3,"as to ram size  1.6 gb of 2 gb available are usually free.",0,0,3,0.276791,0.077586
576,2,4,"though it supports external sdhc card up to 32 gb  12 gb available is more than enough for me.",0,0,3,0.036514,0.013816
576,2,5,"only necessary applications minimum is installed  so you don t have to clean out all that garbage mobile companies ship their devices with.",0,0,5,0.514314,0.058460
576,2,6,"and it is unlocked.",0,0,5,0.566763,0.057109
576,2,7,"a system  back  button located at right from  home  button where in most android devices  menu  situated.",1,1,21,0.595892,0.105979
576,2,8,"there is no  menu  button in the device.",1,1,21,0.019877,0.010697
576,2,9,"all settings screens come with bright white background that affects battery charge negatively.",1,1,15,0.535566,0.057781
578,2,0,"great phone for the price.",0,0,8,1.000000,1.000000
