HTMM,B005IHAIMA,1,0,i dont like touch screens
ASUM,B005IHAIMA,1,0,love it love it love it
ASUM,B005IHAIMA,1,1,love it love it love it
ASUM,B005IHAIMA,1,1,it is a good streettravel camera
HTMM,B005IHAIMA,1,1,i dont like touch screens
HTMM,B005IHAIMA,1,1,overall the screen is quite good and i only miss it in very bright sun
HTSM,B005IHAIMA,1,0,i dont like touch screens
HTSM,B005IHAIMA,1,0,easy control and settings with touch screen
HTSM,B005IHAIMA,1,1,easy control and settings with touch screen
HTSM,B005IHAIMA,1,1,overall the screen is quite good and i only miss it in very bright sun
HTSM,B005IHAIMA,1,1,very stealth with the flipout screen
ASUM,B005IHAIMA,14,0,a camcoder cant be any better regarding picture
HTSM,B005IHAIMA,14,0,i dont like touch screens
HTSM,B005IHAIMA,14,1,i dont like touch screens
HTSM,B005IHAIMA,14,1,my only problem is that i have polarized sunglasses
ASUM,B005IHAIMA,14,1,a camcoder cant be any better regarding picture
ASUM,B005IHAIMA,14,1,very stealth with the flipout screen
HTMM,B005IHAIMA,14,0,also the screen is susceptible to scratches
HTMM,B005IHAIMA,14,1,also the screen is susceptible to scratches
HTMM,B005IHAIMA,14,1,my only problem is that i have polarized sunglasses
HTMM,B005IHAIMA,14,1,you can customize  of the buttons on the back of the camera
HTMM,B005IHAIMA,9,0,its very strongest plus is the high iso image quality
ASUM,B005IHAIMA,9,0,great little camera
ASUM,B005IHAIMA,9,1,great little camera
ASUM,B005IHAIMA,9,1,great camera
HTMM,B005IHAIMA,9,1,its very strongest plus is the high iso image quality
HTMM,B005IHAIMA,9,1,small
HTSM,B005IHAIMA,9,0,its very strongest plus is the high iso image quality
HTSM,B005IHAIMA,9,0,small
HTSM,B005IHAIMA,9,0,even video taken in low light can look good
HTSM,B005IHAIMA,9,1,even video taken in low light can look good
HTSM,B005IHAIMA,9,1,great image quality but try before you buy
ASUM,B005IHAIMA,22,0,a camcoder cant be any better regarding picture
ASUM,B005IHAIMA,22,1,a camcoder cant be any better regarding picture
ASUM,B005IHAIMA,22,1,problems fixed
HTSM,B005IHAIMA,22,0,good for still photo
HTSM,B005IHAIMA,22,1,good for still photo
HTSM,B005IHAIMA,22,1,other than that
HTMM,B005IHAIMA,22,0,very good camera and a very good image
HTMM,B005IHAIMA,22,1,very good camera and a very good image
HTMM,B005IHAIMA,22,1,other than that
HTMM,B005IHAIMA,22,1,the quality of the low light shots is also great
HTMM,B005IHAIMA,10,0,i just like to recomand this camera
ASUM,B005IHAIMA,10,0,great camera
ASUM,B005IHAIMA,10,1,great camera
ASUM,B005IHAIMA,10,1,buy it nowww
HTMM,B005IHAIMA,10,1,i just like to recomand this camera
HTMM,B005IHAIMA,10,1,great camera
HTMM,B005IHAIMA,10,1,we bought it for our honeymoon this year and it was great
HTSM,B005IHAIMA,10,0,i just like to recomand this camera
HTSM,B005IHAIMA,10,0,great product
HTSM,B005IHAIMA,10,1,great product
HTSM,B005IHAIMA,10,1,we bought it for our honeymoon this year and it was great
HTSM,B005IHAIMA,10,1,love it love it love it
HTSM,B005IHAIMA,23,0,do not buy this camera
HTMM,B005IHAIMA,23,0,do not buy this camera
HTMM,B005IHAIMA,23,0,you can bet that when i buy another camera
ASUM,B005IHAIMA,23,0,this is my first real camera
ASUM,B005IHAIMA,23,1,this is my first real camera
ASUM,B005IHAIMA,23,1,what is iso
