killer	3	3	1	4	8	4	3	1	5	8
tf300t	6	4	2	5	2	8	5	4	8	2
refer	4	2	6	1	5	4	2	6	1	5
brighter	1	3	4	6	5	1	3	5	6	5
zeepad	1	14	4	0	0	1	18	6	0	0
lie	3	5	4	4	3	3	5	4	4	3
popular	3	5	2	4	6	3	5	2	4	6
gripe	2	1	2	8	7	2	1	2	8	7
knowledg	3	1	2	5	9	4	1	3	6	9
standbi	2	5	4	5	4	2	9	4	5	4
xoom	4	2	1	5	8	4	2	1	14	10
aluminum	2	3	3	7	5	2	4	4	7	6
effort	2	1	7	4	6	3	1	7	5	6
adult	1	7	5	4	2	1	8	5	4	2
describ	5	0	4	5	6	5	0	4	5	7
snap	5	4	0	6	5	5	5	0	7	5
ten	1	4	5	5	5	1	4	5	5	5
engin	5	5	3	7	0	5	5	3	7	0
boy	1	5	0	2	12	1	5	0	2	12
consider	1	4	6	8	1	1	4	6	8	1
knock	4	2	0	8	6	5	2	0	8	6
appli	5	4	3	3	5	5	4	3	3	6
clariti	2	0	2	6	10	2	0	2	6	10
intens	3	1	4	6	6	4	1	4	6	7
member	2	2	3	4	9	3	3	4	5	12
consist	2	5	4	8	1	2	5	4	10	1
mac	0	6	5	6	3	0	8	5	10	5
frank	2	3	2	7	6	2	3	2	7	6
repli	10	2	3	3	2	11	2	3	3	2
kick	1	4	4	7	4	1	4	4	7	4
frame	5	2	4	7	2	7	2	4	8	2
happier	1	3	3	4	10	1	3	3	4	10
walk	3	2	4	4	8	3	2	4	4	8
gpu	1	6	0	9	5	1	6	0	9	6
wear	5	3	2	7	4	5	3	2	7	4
ac	4	5	3	3	6	4	6	3	3	7
rubber	2	1	2	8	8	3	1	3	10	9
s4	1	3	7	5	5	1	4	10	5	5
rough	3	5	4	5	4	3	5	4	6	4
vivid	0	1	1	7	12	0	1	1	8	12
lead	5	3	3	5	5	5	3	3	5	5
action	5	5	1	3	7	5	6	1	3	8
clock	2	2	3	8	5	2	2	4	17	7
advis	5	4	5	5	2	5	4	5	5	2
calendar	2	0	2	7	10	4	0	3	11	12
blank	10	5	4	1	1	12	6	4	1	1
4gb	1	3	1	6	10	1	3	1	8	12
recognit	1	7	2	8	3	1	8	2	13	5
struggl	0	4	7	8	2	0	4	7	8	2
treat	7	1	3	6	4	9	1	3	7	4
rid	6	1	0	10	4	7	1	0	10	4
reload	9	6	1	1	4	9	6	1	1	4
lucki	2	3	5	5	6	2	3	5	5	7
ipad2	3	4	3	7	3	3	10	4	11	3
bump	4	4	4	8	1	4	5	4	8	1
children	4	7	4	3	3	4	8	5	3	4
stori	8	5	5	2	1	8	6	5	2	1
retail	6	4	6	3	2	7	4	8	3	2
portrait	1	4	3	6	7	1	4	4	7	7
wacom	3	2	2	7	7	4	4	2	15	9
magazin	0	3	5	6	7	0	3	5	7	10
credit	4	6	4	2	5	4	11	4	2	7
resist	2	3	4	6	7	3	3	4	6	7
strength	5	2	3	8	4	6	2	4	9	4
placement	2	4	3	9	4	2	4	3	9	4
failur	10	8	1	2	1	12	10	1	4	1
enabl	2	1	5	7	7	2	1	7	7	7
superior	1	2	4	8	7	1	4	4	8	7
backlight	7	1	5	4	5	9	1	5	5	5
heavier	3	3	4	7	5	3	3	4	7	6
blow	2	2	2	11	5	2	2	3	11	5
prior	4	2	4	4	8	4	2	5	4	8
capacit	3	7	1	6	5	5	7	1	6	5
restor	9	3	4	3	3	9	3	4	4	3
bonus	1	1	4	8	8	1	1	5	9	9
sudden	7	6	8	1	0	8	6	8	1	0
polici	10	6	3	2	1	13	6	3	2	1
netbook	2	5	6	6	3	2	6	6	13	5
wipe	7	4	5	5	1	7	4	6	7	1
silk	0	1	4	6	11	0	3	4	7	15
