Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
518,2,0,"1 .after power recharge full it will black screen   2. have not chinese type keyboard input  3. ram only 1.45 gb  much more less then product to brag 4gb",0,1,25,1.000000,1.000000
518,2,1,"big screen with clear display",1,0,10,0.458122,0.084872
524,2,0,"looks new and it is a samsung galaxy s3",0,0,10,1.000000,1.000000
524,2,1,"this phone is not new  i can t perform a factory data reset of any kind  the phone will take me to an initial page that is in chinese but clearly states quens reset counter xda  chainfire   which means with absolutely no doubts this phone was rooted  custon roms were installed and was sent back after a reset of the flash counter  but they forgot to set it back to the original state and now i will have to reinstall the whole factory settings on the phone myself if i want to keep it.",1,1,18,0.554064,0.096537
530,2,0,"larger sceen  ability to download cracked apps",0,0,2,1.000000,1.000000
530,2,1,"android os apps automatically load into memory even after you  kill  them or change settings to prevent them from starting up.",1,1,18,0.300861,0.056422
530,2,2,"this causes increased battery drain and uses internal ram  with unlocked version you ll have a hard time updating firmware in android s already fragmented update process.",1,1,19,0.567270,0.130439
530,2,3,"each carrier  may  offer an update and it s usually at different times.",1,1,19,0.273921,0.091408
530,2,4,"unlike iphone  the updates are carrier specific.",1,1,19,0.077108,0.034041
530,2,5,"many people with an unbranded android have to install a non supported firmware like a cyanogenmod.",1,1,18,0.666376,0.151095
530,2,6,"anti virus apps scan after you have installed the app   after you ve been infected  not before installing.",1,1,18,0.127506,0.040971
530,2,7,"samsung kies  similar to itunes  is useless and problematic  very poor product support from samsung.",1,1,19,0.571089,0.166458
541,2,0,"decent phone  .takes",0,0,3,1.000000,1.000000
541,2,1,"decent pictures.",0,0,3,0.043235,0.027581
541,2,2,"good gps.",0,0,2,0.555034,0.150928
541,2,3,"gets phone signal where a lot of other phones don t.",0,0,2,0.558833,0.155053
541,2,4,"i am not a fan of windows os for it.",1,1,23,0.558489,0.100172
541,2,5,"lot apps that are normally free they charge you for.",1,1,23,0.563315,0.103078
541,2,6,"phone is a pain 2 update.",1,1,23,0.573269,0.100172
541,2,7,"my next phone will not be a windows phone .if",1,1,23,0.582145,0.103078
541,2,8,"i have learned anything from this .",1,1,23,0.577715,0.101615
553,2,0,"  great keyboard",0,0,6,1.000000,1.000000
553,2,1,"it is very slow in transitions and inconsistent with cellular signal as was the xperia x1a  it appears the  bugs  from x1 have transferred to the x2.",1,0,6,0.543386,0.162655
553,2,2,"i ll list all the cons since i m sure an abbreviated list is easier to understand than a drawn out paragraph for potential buyers.",1,0,6,0.558055,0.103078
553,2,3,"  freezes   choppy cellular reception.",1,1,20,0.665953,0.140062
553,2,4,"if you re driving  the entire phone will freeze as it switches towers rendering your cellular device useless.",1,1,20,0.123926,0.040970
553,2,5,"  slow  overall  the phone is slow in all areas.",1,1,15,0.575815,0.098977
553,2,6,"  minimal  application  selection   resistive touch screen  if it requires a stylus  it is simply outdated   speakerphone is terrible  sounds very muffled and unclear.",1,1,21,0.564779,0.158366
553,2,7,"there are other cons that i encountered day to day  the above are the ones that bothered me the most.",1,1,16,0.586775,0.160499
555,2,0,"1.very nice keyboard  easy to use.",0,0,1,1.000000,1.000000
555,2,1,"2.speakers are more improved  comparing with x1a version.",0,0,1,0.550276,0.162655
555,2,2,"3.design structure is very nice.",0,0,1,0.561416,0.158366
555,2,3,"1. 1.i used this phone for less than a month and first what s happened  touch screen start making a noise like a broken peace under screen panel.",1,1,25,0.545303,0.155053
555,2,4,"i was trying to set rma for return to exchange with sonny ericsson  but they only fix phones  even if you just purchased.",1,1,25,0.564147,0.097934
555,2,5,"it means after you paid  470.00 for a brand new phone  you will be given a refurbished version.",1,0,1,0.559196,0.103078
555,2,6,"this is worst    2. panel button  under  call  button.",1,1,16,0.667563,0.215872
555,2,7,"there is no reason to place this button on the top of the phone  because you pressed all the time by mistake  and this is make you slow down on the phone call.",1,1,16,0.114688,0.064200
555,2,8,"designers did a big mistake by placing this button on the main top   3.",1,1,16,0.183466,0.046606
555,2,9,"most common bug happening at least 20 times a day   ",1,1,16,0.457762,0.113145
555,2,10,"i have to restart the phone 20 times daily because of lag with all software s loading and entire windows files.",1,1,16,0.360918,0.104492
555,2,11,"when you tab the screen 3 times  quickly   it freezes the display and you cannot do anything as just restarting the phone.",1,1,16,0.227323,0.068244
556,2,0,"  fast gps   windows mobile 6.5   spb mobile shell 3.5",0,0,12,1.000000,1.000000
556,2,1,"  unstable  locks up constantly    unreliable  corrupted memory card with all pictures and music lost    accelerometers are worthless  only work with a very few programs    lags like a an old 486 running today s software   poor reception   no assignable buttons  no ms voice command    reboots randomly for no reason.",1,1,20,0.311725,0.092904
556,2,2,"  locks up and turns off screen during call  not allowing me to hang up   speaker quality is very bad.",1,1,16,0.389418,0.059960
556,2,3,"  bugs  bugs  bugs  bugs ",1,1,16,0.579845,0.160499
560,2,0,"when it works  everything is functional.",0,0,0,1.000000,1.000000
560,2,1,"sony s us customer service   repair center is a joke.",1,1,24,0.558317,0.101615
562,2,0,"cheap  dual sim  has a heart rate sensor. . .",0,1,25,1.000000,1.000000
562,2,1,"apps crash  unable to delete some apps  not very durable  only bluetooth 2 so if you ever want to use it with modern bluetooth devices it may not be compatible  i.e.",1,0,6,0.550917,0.097934
562,2,2,"fitness trackers ",1,0,9,0.581370,0.096537
563,2,0,"was cheap  seemed higher spec for the  ",0,0,10,1.000000,1.000000
563,2,1,"buyer beware   ",1,1,18,0.562553,0.100172
563,2,2,"this phone is loaded with malware that by nature of the android os  cannot be removed   i later learned most cheapo china phones have malware from day one .",1,1,19,0.550748,0.107177
563,2,3,"thus you should avoid this one like the plague and any other no name phone from the far east.",1,1,19,0.578190,0.101852
563,2,4,"malware installed   android pup.riskpay.skymobi  android trojan.fadeb.a",1,1,18,0.574708,0.101615
564,2,0,"excellent cell phone met the needs of dual sim  was easy to use and nice design.",0,0,9,1.000000,1.000000
564,2,1,"however after 4 months the phone died  because i had some very small cracks on the screen  caused about 2 weeks after purchase  the supplier would not uphold the warranty",0,1,13,0.656764,0.221309
564,2,2,"warranty not worth anything from nlj technologies",1,1,15,0.412454,0.134670
569,2,0,"great phone   good size  comfortable to hold  fast and responsive  great battery life",0,0,10,1.000000,1.000000
569,2,1,"received a spanish la phone that is not covered under us warranty",1,1,19,0.573165,0.152979
571,2,0,"the phone is in great condition and works perfectly with gsm   lte.",0,0,3,1.000000,1.000000
571,2,1,"1 egg subtracted for the phone clearly not being new.",1,1,25,0.556281,0.155053
571,2,2,"my guess is the phone is a factory refurbished.",1,1,19,0.552693,0.095158
571,2,3,"the box was in cellophane wrapping  but it is the kind you see in the back of someone s shop and not a manufacturer wrapping.",1,1,15,0.656967,0.140062
571,2,4,"the box was dirty inside and out.",1,1,15,0.139045,0.042903
571,2,5,"this would have been acceptable if newegg indicated anywhere on the product page that this would be a refurbished product.  1 egg subtracted for false advertising.",1,1,25,0.550913,0.103078
571,2,6,"this i am most upset about and i am considering a return.",1,1,25,0.572819,0.162655
571,2,7,"this phone is not unlocked as it shows in the title.",1,1,25,0.672083,0.225659
571,2,8,"newegg even has you accept a disclaimer for buying an unlocked phone during checkout.",1,1,25,0.099307,0.038485
571,2,9,"what i received was not only a locked phone  but it has the latest updated android kit kat  with hboot 1.56 and s on.",1,1,22,0.565762,0.100172
571,2,10,"anyone that knows about what i just mentioned knows that it is extremely difficult to put a custom ruu on this phone in its current state.",1,1,23,0.577181,0.103078
571,2,11,"this may not be a deal breaker for me  but surely will be for some.",1,1,23,0.586077,0.100172
571,2,12,"i hope this review helps others to make a more informed purchase.",1,1,25,0.569636,0.096537
572,2,0,"phone is great in terms of features and build.",0,0,0,1.000000,1.000000
572,2,1,"phone arrived with one problem.",1,1,14,0.558535,0.155053
