Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
1543,2,0,"light weight  good response time.",0,0,13,1.000000,1.000000
1543,2,1,"so far no problems.",0,0,13,0.559622,0.145668
1543,2,2,"the proprietary usb port is a bit sketchy so if you connect it to your computer to retrieve files  best to not touch the tablet during the process or the cable might come loose.",1,1,15,0.652042,0.223170
1543,2,3,"seems to have very slow usb transfer rate too.",1,1,15,0.465078,0.166266
1543,2,4,"tablet cannot be reasonably charged off a computer usb port.",1,1,15,0.378307,0.099051
1543,2,5,"while it will charge it slowly  it is a very slow process and it ll take days to get a full charge.",1,1,28,0.244984,0.052546
1555,2,0,"the size of this tablet is perfect i think.",0,0,0,1.000000,1.000000
1555,2,1,"i installed launcher pro which allows many options.you can set backgrounds through quickpic and several other options.",0,0,9,0.566711,0.147833
1555,2,2,"i find this is perfect as a e reader and the wifi is flawless 99  of the time.",0,0,7,0.579879,0.145668
1555,2,3,"i enjoy it very much for the price.",0,0,2,0.595548,0.132350
1555,2,4,"i wish a lot more android apps worked on this.",1,0,9,0.617999,0.107162
1555,2,5,"setting a background is a pain getting the resolution right is interesting.",1,0,7,0.632786,0.106337
1568,2,0,"nice display and user friendly.",0,0,0,1.000000,1.000000
1568,2,1,"great price for this.",0,0,2,0.596294,0.094717
1570,2,0,"lightweight  big screen  really fast  except on boot   kindle apps  am azon android store capable.",0,0,0,1.000000,1.000000
1570,2,1,"doesn t recognize jumpdrives  have to use flash storage.",1,1,17,0.569272,0.093978
1570,2,2,"getting android store   different browser took awhile.",1,1,17,0.598530,0.107162
1570,2,3," see youtube ",1,1,24,0.621056,0.106337
1576,2,0,"it has a nice big display and bright backlight.",0,0,1,1.000000,1.000000
1576,2,1,"it s pretty light and sturdy feeling.",0,0,1,0.565931,0.132350
1576,2,2,"is not compatible with google play so many apps are not available for it easily.",1,1,17,0.588946,0.107162
1576,2,3,"the screen resolution is low and the touch response is spotty at times.",1,1,21,0.609663,0.093978
1576,2,4,"can not be updated to android 4.0 can t even seem to get an actual facebook app for it.",1,1,17,0.627968,0.106337
1578,2,0,"lightweight  nice feel  beautiful display  good camera  everything i wanted.",0,0,0,1.000000,1.000000
1578,2,1,"i found the ui to be a bit more sluggish than i expected  even for the low price point.",1,1,19,0.598530,0.146747
1579,2,0,"small with nice assortment of colors to choose from.",0,0,0,1.000000,1.000000
