Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
1540,2,0,"light weight  good response time.",0,0,0,1.000000,1.000000
1540,2,1,"so far no problems.",0,1,21,0.602678,0.134715
1540,2,2,"the proprietary usb port is a bit sketchy so if you connect it to your computer to retrieve files  best to not touch the tablet during the process or the cable might come loose.",1,1,21,0.669863,0.230095
1540,2,3,"seems to have very slow usb transfer rate too.",1,1,29,0.483264,0.177577
1540,2,4,"tablet cannot be reasonably charged off a computer usb port.",1,1,21,0.375315,0.098145
1540,2,5,"while it will charge it slowly  it is a very slow process and it ll take days to get a full charge.",1,1,21,0.232142,0.053679
1552,2,0,"the size of this tablet is perfect i think.",0,1,15,1.000000,1.000000
1552,2,1,"i installed launcher pro which allows many options.you can set backgrounds through quickpic and several other options.",0,1,27,0.595393,0.148350
1552,2,2,"i find this is perfect as a e reader and the wifi is flawless 99  of the time.",0,1,20,0.609024,0.134715
1552,2,3,"i enjoy it very much for the price.",0,1,15,0.619800,0.147613
1552,2,4,"i wish a lot more android apps worked on this.",1,1,27,0.623212,0.111424
1552,2,5,"setting a background is a pain getting the resolution right is interesting.",1,0,1,0.634211,0.105985
1565,2,0,"nice display and user friendly.",0,0,1,1.000000,1.000000
1565,2,1,"great price for this.",0,0,4,0.619031,0.105432
1573,2,0,"it has a nice big display and bright backlight.",0,0,10,1.000000,1.000000
1573,2,1,"it s pretty light and sturdy feeling.",0,0,10,0.601654,0.147613
1573,2,2,"is not compatible with google play so many apps are not available for it easily.",1,1,27,0.610482,0.111424
1573,2,3,"the screen resolution is low and the touch response is spotty at times.",1,1,26,0.621235,0.100253
1573,2,4,"can not be updated to android 4.0 can t even seem to get an actual facebook app for it.",1,1,27,0.633992,0.105985
1575,2,0,"lightweight  nice feel  beautiful display  good camera  everything i wanted.",0,0,0,1.000000,1.000000
1575,2,1,"i found the ui to be a bit more sluggish than i expected  even for the low price point.",1,1,16,0.616721,0.141395
1576,2,0,"small with nice assortment of colors to choose from.",0,1,15,1.000000,1.000000
1576,2,1,"it runs most anything google play has to throw so far.",0,1,27,0.596509,0.147613
1576,2,2,"i own an older 10  asus transformer 300 with jellybean 4.2.2 on it as well and this seems to have a slightly different ui  which i like better.",0,1,15,0.598367,0.110847
1576,2,3,"this was a good gift for our 12 year old.",0,1,23,0.608410,0.134035
1576,2,4,"runs youtube without a problem and took a 32gb micro sd easily.",0,1,29,0.609085,0.148350
1576,2,5,"it s a bit thick.",1,1,29,0.620568,0.134035
1576,2,6,"one of our daughters has a 2 year old 7 inch galaxy tab 2 and this is a little thicker than that.",1,0,12,0.618314,0.100253
1576,2,7,"it s still small enough and because it does everything you want... the thickness isn t a huge deal.",1,0,5,0.629083,0.110847
1576,2,8,"the built in sound is a bit lacking but so are most tablets of this size.",1,0,5,0.630655,0.111424
1576,2,9,"get some bluetooth stereo headphones and it kicks.",1,0,0,0.638572,0.105985
1578,2,0,"asus memo pad hd 7 inch 16 gb green tablet is a great tablet for the money.",0,0,4,1.000000,1.000000
1578,2,1,"this tablet has a beautiful display  7 inches  and displays images at 1280 x 800 pixels  800p .",0,0,5,0.594840,0.147613
1578,2,2,"the tablet has 170 degree wide viewing angles.",0,0,4,0.602866,0.100781
1578,2,3,"text looks sharper  colors are more vivid  and games stand out.",0,0,4,0.601807,0.111424
1578,2,4,"memo pa hd 7 has a 5 mp megapixel  autofocus rear camera with 100 picture continuous burst shooting and 1080p video recording.",0,1,28,0.673697,0.161279
1578,2,5,"this tablet also has a 1.2 mp front camera.",0,1,28,0.219788,0.039958
1578,2,6,"two of the programs that i liked that comes with this tablet are mypainter and asus studio.",0,0,2,0.684174,0.160490
1578,2,7,"mypainter allows you to demonstrate your artistic skills  while asus studio lets you manage your photos.",0,0,2,0.162557,0.034418
1578,2,8,"i have listed some more specifications that i considered important for this tablet.",0,0,2,0.631418,0.100253
1578,2,9,"they are as follows     operating system   android 4.1 jelly bean   display   7 inch display   processor   quad core 1.2 ghz   memory   16 gb flash memory  1 gb ram memory   number of usb 2.0 ports   1   battery life 10 hour   weight   10.7 ounces   item dimensions   7.7 x 4.7 x 0.4 inches   wi fi  802.11",0,0,4,0.629206,0.100781
1578,2,10,"b g n   thank you for reading my review  if you have any questions feel free to email me  i would be happy to help you with any questions you have.",0,0,11,0.641146,0.141395
1579,2,0,"great value ",0,1,27,1.000000,1.000000
1579,2,1,"fully capable tablet for everything i wanted  internet  games  apps ",0,1,27,0.604120,0.147613
1579,2,2,"sd card is unintentionally removed if body is flexed too much.",1,0,5,0.626423,0.105432
1580,2,0,"received tablet in 1 business day with free shipping.",0,1,17,1.000000,1.000000
1580,2,1,"impressive.",0,1,15,0.601400,0.134035
1580,2,2,"functions well despite mediocre tech website reviews.",0,1,16,0.601566,0.147613
1580,2,3,"for this price range  both front and rear facing cameras and micro sd slot are big pluses over the google nexus.",0,1,28,0.610396,0.100253
1580,2,4,"when buying for girls  the broader color selection is very important.",0,1,27,0.623424,0.100781
1580,2,5,"there s even a matching carrying case which looks like a little clutch purse.",0,1,15,0.629144,0.100253
1580,2,6,"sure to make a little girl happy.",0,1,23,0.636957,0.140687
1582,2,0,"i loved my nexus 7. i loved how i didn t have to deal with the preloaded stuff you get with devices from bigger brands like asus.",0,0,2,1.000000,1.000000
1582,2,1,"the screen was utterly amazing and the device overall felt high quality than other mobile devices i had used.",0,0,11,0.276206,0.045951
1582,2,2,"asus made it.",1,1,24,0.671010,0.209836
1582,2,3,"i ve bought two different tablets from asus and i cannot stand their service.",1,1,24,0.057826,0.021590
1582,2,4,"both tablets broke on my behalf  but each time  i recieved the worst support.",1,1,17,0.611412,0.126595
1582,2,5,"my first tablet arrived pretty much broken  with a dead micro usb port that caved in on first use  and when i tried to get it fixed  because warranties  i basically got the run around  and just said forget it.",1,1,19,0.679607,0.229062
