Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
1539,2,0,"light weight  good response time.",0,0,7,1.000000,1.000000
1539,2,1,"so far no problems.",0,0,7,0.629542,0.150603
1539,2,2,"the proprietary usb port is a bit sketchy so if you connect it to your computer to retrieve files  best to not touch the tablet during the process or the cable might come loose.",1,1,28,0.682744,0.231603
1539,2,3,"seems to have very slow usb transfer rate too.",1,1,20,0.499000,0.181392
1539,2,4,"tablet cannot be reasonably charged off a computer usb port.",1,1,28,0.389849,0.108708
1539,2,5,"while it will charge it slowly  it is a very slow process and it ll take days to get a full charge.",1,1,28,0.246683,0.065253
1551,2,0,"the size of this tablet is perfect i think.",0,0,4,1.000000,1.000000
1551,2,1,"i installed launcher pro which allows many options.you can set backgrounds through quickpic and several other options.",0,1,15,0.625635,0.162162
1551,2,2,"i find this is perfect as a e reader and the wifi is flawless 99  of the time.",0,0,13,0.626979,0.150603
1551,2,3,"i enjoy it very much for the price.",0,0,13,0.627462,0.158725
1551,2,4,"i wish a lot more android apps worked on this.",1,0,5,0.623574,0.123682
1551,2,5,"setting a background is a pain getting the resolution right is interesting.",1,1,15,0.623997,0.119010
1564,2,0,"nice display and user friendly.",0,0,7,1.000000,1.000000
1564,2,1,"great price for this.",0,0,3,0.627032,0.116361
1572,2,0,"it has a nice big display and bright backlight.",0,0,13,1.000000,1.000000
1572,2,1,"it s pretty light and sturdy feeling.",0,0,14,0.627822,0.158725
1572,2,2,"is not compatible with google play so many apps are not available for it easily.",1,1,15,0.625745,0.123682
1572,2,3,"the screen resolution is low and the touch response is spotty at times.",1,1,27,0.624786,0.111930
1572,2,4,"can not be updated to android 4.0 can t even seem to get an actual facebook app for it.",1,1,20,0.625034,0.119010
1574,2,0,"lightweight  nice feel  beautiful display  good camera  everything i wanted.",0,0,0,1.000000,1.000000
1574,2,1,"i found the ui to be a bit more sluggish than i expected  even for the low price point.",1,1,26,0.625740,0.156295
1575,2,0,"small with nice assortment of colors to choose from.",0,0,5,1.000000,1.000000
1575,2,1,"it runs most anything google play has to throw so far.",0,0,10,0.628472,0.158725
1575,2,2,"i own an older 10  asus transformer 300 with jellybean 4.2.2 on it as well and this seems to have a slightly different ui  which i like better.",0,0,4,0.626273,0.120943
1575,2,3,"this was a good gift for our 12 year old.",0,0,9,0.627817,0.147369
1575,2,4,"runs youtube without a problem and took a 32gb micro sd easily.",0,0,1,0.624970,0.162162
1575,2,5,"it s a bit thick.",1,0,1,0.627892,0.147369
1575,2,6,"one of our daughters has a 2 year old 7 inch galaxy tab 2 and this is a little thicker than that.",1,0,9,0.623146,0.111930
1575,2,7,"it s still small enough and because it does everything you want... the thickness isn t a huge deal.",1,1,21,0.625212,0.120943
1575,2,8,"the built in sound is a bit lacking but so are most tablets of this size.",1,1,18,0.623653,0.123682
1575,2,9,"get some bluetooth stereo headphones and it kicks.",1,1,21,0.624166,0.119010
1577,2,0,"asus memo pad hd 7 inch 16 gb green tablet is a great tablet for the money.",0,0,0,1.000000,1.000000
1577,2,1,"this tablet has a beautiful display  7 inches  and displays images at 1280 x 800 pixels  800p .",0,0,0,0.627875,0.158725
1577,2,2,"the tablet has 170 degree wide viewing angles.",0,0,6,0.629120,0.114491
1577,2,3,"text looks sharper  colors are more vivid  and games stand out.",0,0,0,0.625376,0.123682
1577,2,4,"memo pa hd 7 has a 5 mp megapixel  autofocus rear camera with 100 picture continuous burst shooting and 1080p video recording.",0,0,6,0.683891,0.167602
1577,2,5,"this tablet also has a 1.2 mp front camera.",0,0,7,0.250909,0.050505
1577,2,6,"two of the programs that i liked that comes with this tablet are mypainter and asus studio.",0,0,7,0.683909,0.164073
1577,2,7,"mypainter allows you to demonstrate your artistic skills  while asus studio lets you manage your photos.",0,0,7,0.157862,0.039922
1577,2,8,"i have listed some more specifications that i considered important for this tablet.",0,0,6,0.625845,0.111930
1577,2,9,"they are as follows     operating system   android 4.1 jelly bean   display   7 inch display   processor   quad core 1.2 ghz   memory   16 gb flash memory  1 gb ram memory   number of usb 2.0 ports   1   battery life 10 hour   weight   10.7 ounces   item dimensions   7.7 x 4.7 x 0.4 inches   wi fi  802.11",0,0,7,0.621682,0.114491
1577,2,10,"b g n   thank you for reading my review  if you have any questions feel free to email me  i would be happy to help you with any questions you have.",0,0,6,0.625293,0.156295
1578,2,0,"great value ",0,0,2,1.000000,1.000000
1578,2,1,"fully capable tablet for everything i wanted  internet  games  apps ",0,0,2,0.624542,0.158725
1578,2,2,"sd card is unintentionally removed if body is flexed too much.",1,1,16,0.625386,0.116361
1579,2,0,"received tablet in 1 business day with free shipping.",0,1,29,1.000000,1.000000
1579,2,1,"impressive.",0,1,20,0.629666,0.147369
1579,2,2,"functions well despite mediocre tech website reviews.",0,1,20,0.624791,0.158725
1579,2,3,"for this price range  both front and rear facing cameras and micro sd slot are big pluses over the google nexus.",0,1,27,0.624702,0.111930
1579,2,4,"when buying for girls  the broader color selection is very important.",0,1,24,0.627246,0.114491
