Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
853,2,0,"decent image quality.",0,0,0,1.000000,1.000000
853,2,1,"media play function is neat.",0,0,7,0.406269,0.061911
853,2,2,"speakers better than some.",0,0,7,0.417547,0.069623
853,2,3,"confusing remote.",1,1,14,0.421817,0.060250
853,2,4,"tv picture lags a bit when changing channels.",1,1,12,0.423262,0.061911
853,2,5,"usb quit working.",1,1,12,0.443959,0.067769
853,2,6,"so so picture quality.",1,1,12,0.445421,0.063906
857,2,0,"great 4k tv by samsung.",0,0,0,1.000000,1.000000
857,2,1,"amazing picture.",0,0,0,0.415600,0.061911
857,2,2,"owned for just over a month and exactly as expected.",0,0,4,0.422185,0.107495
857,2,3,"good experience with newegg.",0,0,4,0.439493,0.099000
858,2,0,"tv has great viewing angles and built in gaming mode for when you want to play games with it.",0,0,6,1.000000,1.000000
858,2,1,"better looking image then other 4k tvs",0,0,6,0.417363,0.104747
858,2,2,"smart tv has adds now and then which are a slight annoyance.",1,1,11,0.428392,0.067769
858,2,3,"for good audio needs a sound bar or sound system.",1,1,15,0.434138,0.099000
860,2,0,"great tv at a great price.",0,0,0,1.000000,1.000000
860,2,1,"don t let the refurbished scare you off.",0,0,4,0.413289,0.107495
860,2,2,"bought it about 6 months ago.",0,0,4,0.406998,0.067769
860,2,3,"works great.",0,0,0,0.425360,0.093536
860,2,4,"easy to set up.",0,0,0,0.429651,0.096021
860,2,5,"nice selection of inputs.",0,0,7,0.433952,0.096021
860,2,6,"not free....nothing that i ve found.",1,0,4,0.452602,0.101615
861,2,0,"nice size  excellent picture  enough ports  digital audio out.",0,0,7,1.000000,1.000000
861,2,1,"wish i could label hdmi ports and also remove ota tv from inputs list.",1,0,7,0.195644,0.042174
861,2,2,"a very minor thing.",1,0,7,0.442551,0.063906
862,2,0,"looks brand new out of the box  packaged and shipped well.",0,0,0,1.000000,1.000000
862,2,1,"works like a new tv should.",0,0,0,0.420012,0.061911
862,2,2,"great picture and color  after very little adjusting .",0,0,0,0.417766,0.104747
